date,URL,Title,Full text,Narasi
"November 22, 2024",https://turnbackhoax.id/2024/11/22/salah-pemerintah-mau-impor-18-juta-ton-susu-untuk-program-makan-bergizi/,"[SALAH] Pemerintah Mau Impor 1,8 Juta Ton Susu untuk “Program Makan Bergizi”","Akun Facebook “Peternak Inovatif” pada Sabtu (9/11/2024) membagikanfoto[arsip], isinya mengeklaim pemerintah mengimpor 1,8 juta ton susu dari Vietnam untuk “Program Makan Bergizi”.
Unggahan disertai narasi:
Kirain suplai susunya bakal diambil dari peternak lokal, karena itu akan ikut membantu perputaran ekonomi dalam negri, harusnya bisa untuk mencicil hutang jugaNetizen menduga adanya indikasi permainan lahan bisnis, dan yang diuntungkan adalah tender kolega sendiri
Dari pengamatan Tim Pemeriksa Fakta Mafindo (TurnBackHoax), terdapat logo dan tulisan “Liputan6” dalam unggahan tersebut.
Hingga Jumat (22/11/2024), konten itu menuai lebih dari 3.600 impresi, 2.300-an komentar, serta dibagikan ulang 1.000 kali.
TurnBackHoax mengecek keaslian judul unggahan di laman Liputan6. Hasilnya, media tersebut tak pernah mempublikasikan berita “1,8 Juta Ton Susu Program Makan Bergizi Gratis akan Diimpor dari Vietnam”. Judul asli reportase adalah “Kementan akan Undang Investor Vietnam Penuhi 1,8 Juta Ton Susu Sapi Program Makan Bergizi” yang tayang Minggu (27/11/2024).
Dalam berita lain, yakni dicnnindonesia.com, Kementerian Pertanian telah membantah tidak ada rencana impor 1,8 juta ton susu untuk menjalankan “Program Makan Bergizi”.
“Kebijakan yang diinisiasi oleh Kementan adalah mengundang investor asal Vietnam untuk membangun industri sapi perah di Indonesia dengan tujuan meningkatkan produksi susu nasional, bukan untuk mengimpor produk susu,” kata Kepala Biro Humas dan Informasi Publik Kementan Moch Arief Cahyono, dikutip CNN Indonesia, Minggu (27/10/2024).","Kirain suplai susunya bakal diambil dari peternak lokal, karena itu akan ikut membantu perputaran ekonomi dalam negri, harusnya bisa untuk mencicil hutang jugaNetizen menduga adanya indikasi permainan lahan bisnis, dan yang diuntungkan adalah tender kolega sendiri"
"November 22, 2024",https://turnbackhoax.id/2024/11/22/salah-kpu-sleman-sebar-flyer-hasil-analisis-debat-pilkada-sleman-2024/,[SALAH] KPU Sleman Sebar Flyer Hasil Analisis “Debat Pilkada Sleman 2024”,"Akun Facebook “Karyati Kamal” pada Rabu (13/11/2024) mengunggahfoto[arsip] berupa infografis dengan logo Komisi Pemilihan Umum (KPU) disertai narasi:
“Analisis Panelis Independen Debat Ketiga Pilkada Sleman Pasangan Calon Bupati dan Wakil Bupati Sleman”
Artikel disadur dari Tribun Jogja.
Ketua KPU Sleman Ahmad Baehaqi mengatakan pihaknya tidak pernah melakukan penilaian serta mengeluarkan hasil analisis tentang debat dan hasil debat dengan lembaga atau pihak manapun.
“Juga tidak bekerja sama dengan lembaga manapun dalam hal itu karena memang tidak melakukan apa-apa, kecuali fasilitasi debat,” ucapnya, Rabu (13/11/2024).
Ia menyebut pencantuman logo dan identitas KPU Kabupaten Sleman itu merupakan pencatutan oleh pihak yang tidak bertanggungjawab.",“Analisis Panelis Independen Debat Ketiga Pilkada Sleman Pasangan Calon Bupati dan Wakil Bupati Sleman”
"November 22, 2024",https://turnbackhoax.id/2024/11/22/salah-dirut-garuda-indonesia-dipecat-prabowo-karena-tolak-turunkan-harga-tiket/,[SALAH] Dirut Garuda Indonesia Dipecat Prabowo karena Tolak Turunkan Harga Tiket,"Akun TikTok “dokter_egie_yudhistira” pada Sabtu (16/11/2024) mengunggahvideo[arsip] disertai narasi:
“TEGAS!! TOLAK TURUNKAN HARGA TIKET PESAWAT DIRUT GARUDA Indonesia DIPECAT PRABOWO”

Per Jumat (22/11/2024), unggahan tersebut telah menuai hampir 140 ribu tanda suka, lebih dari 10 ribu komentar, serta dibagikan ulang sekitar 13 ribu kali.
Tim Pemeriksa Fakta Mafindo (TurnBackHoax) mencari kebenaran klaim menggunakan fitur pencarian Google dengan kata kunci “Dirut PT Garuda Indonesia Dipecat”.
Hasilnya, diketahui sejumlah media massa telah memberitakan hal ini, beberapa di antaranya:
Tidak ditemukan pemberitaan dari media kredibel yang membenarkan klaim “Dirut Garuda Indonesia dipecat Prabowo karena tolak turunkan harga tiket”.",“TEGAS!! TOLAK TURUNKAN HARGA TIKET PESAWAT DIRUT GARUDA Indonesia DIPECAT PRABOWO”
"November 22, 2024",https://turnbackhoax.id/2024/11/22/penipuan-rekrutmen-tenaga-pendukung-teknis-kemenko-perekonomian/,[PENIPUAN] Rekrutmen Tenaga Pendukung Teknis Kemenko Perekonomian,"Akun Facebook “Febrian artono” pada Selasa (5/11/24) mengunggahfoto[arsip]berupa informasi rekrutmen Tenaga Pendukung Teknis Kementerian Koordinator Bidang Perekonomian (Kemenko Perekonomian).
Unggahan disertai narasi:
“Kemenko perekonomian sedang membuka lowongan pekerjaan secara besar-besaran bulan ini, segera daftarkan diri anda melalui link dibawah”
Per Jumat (21/11/2024) unggahan menuai lebih dari 80 impresi dan belasan komentar.
Tim Pemeriksa Fakta Mafindo pertama-tama menelusuri akun Facebook resmi Kemenko Perekonomian, Kemenko Perekonomian RI. Dalam akun dengan 28 ribu pengikut itu, terdapat unggahan berisi tangkapan layar rekrutmen serupa. Kemenko Perekonomian telah menandai informasi tersebut sebagai hoaks.
“Pastikan bahwa informasi yang diperoleh bersumber dari kanal-kanal resmi Kemenko Perekonomian,” tulis Kemenko Perekonomian di akun Facebook-nya, Selasa (5/11/24).
Berikut kanal resmi dari Kemenko Perekonomian:","“Kemenko perekonomian sedang membuka lowongan pekerjaan secara besar-besaran bulan ini, segera daftarkan diri anda melalui link dibawah”"
"November 21, 2024",https://turnbackhoax.id/2024/11/21/penipuan-wapres-gibran-bikin-program-bedah-rumah/,[PENIPUAN] Wapres Gibran Bikin Program Bedah Rumah,"Akun Facebook “beda rumah” membagikanfoto[arsip] yang menginformasikan adanya “Program Bedah Rumah” yang dibuat oleh Wakil Presiden (Wapres) Gibran Rakabuming.
Berikut narasi lengkapnya:
“PROGRAM BEDAH RUMAH YANG DI SELENGGARAKAN LANGSUNG OLEH Gibran Rakabuming Raka, B.Sc.Daftarkan diri!!! Anda,keluarga,tetangga,kerabat atau orang yang menurut anda rumah sudah tidak layak huni dengan cara kirim poto rumah mengirim foto rumah nya dan foto orang yang menurut anda rumah sudah tidak layak huni. DAFTAR SEKARANG.INI BERLAKU DI SELURUH WILAYAH INDONESIA”“Segera Daftar diri anda tersedia di seluruh kabupaten , kecamatan dan kota yang ada di Indonesia”
Hingga Kamis (21/11/2024), terdapat warganet yang tertarik dengan program tersebut, ditunjukkan dengan komentar “daftarnya di mana”.
Tim Pemeriksa Fakta Mafindo (TurnBackHoax) melakukan penelusuran di laman resmiwapresri.go.iddengan memasukkan kata kunci “Bedah Rumah” dalam kolom pencarianHasilnya, tidak ditemukan informasi mengenai “Program Bedah Rumah” dari Wapres Gibran.
TurnBackHoax lalu mencari tahu seputar “Program Bedah Rumah”. Diketahui, dilansir dari lamanrumah123.com, pemerintah pusat memiliki program Bantuan Stimulan Perumahan Swadaya (BSPS) yang dijalankan Direktorat Jenderal Perumahan.
Program itu diperuntukan bagi masyarakat berpenghasilan rendah (MBR) dengan mengajukan diri ke kepala desa atau lurah setempat, bukan lewat tautan di media sosial.
Penelusuran berlanjut menggunakan Google Lens untuk mengetahui keaslian foto dalam unggahan akun Facebook “beda rumah”. Diketahui, foto itu berasal dari pemberitaanBeritaSatu.comyang tayang Juli 2024.
Konteks asli foto adalah momen pertemuan Ketua Umum Partai Solidaritas Indonesia (PSI) Kaesang Pangarep bersama Airlangga Hartarto (yang kala itu merupakan Ketua Umum Partai Golongan Karya). Tidak ada pembahasan mengenai “Program Bedah Rumah” dalam pertemuan tersebut.
TurnBackHoax juga menelusuri tautan pendaftaran yang ada di profil akun Facebook “beda rumah”. Ternyata, tautan tersebut meminta pengguna memasukkan nama lengkap sesuai KTP dan nomor telepon Telegram, lalu meminta memasukkan kode OTP.","“PROGRAM BEDAH RUMAH YANG DI SELENGGARAKAN LANGSUNG OLEH Gibran Rakabuming Raka, B.Sc.Daftarkan diri!!! Anda,keluarga,tetangga,kerabat atau orang yang menurut anda rumah sudah tidak layak huni dengan cara kirim poto rumah mengirim foto rumah nya dan foto orang yang menurut anda rumah sudah tidak layak huni. DAFTAR SEKARANG.INI BERLAKU DI SELURUH WILAYAH INDONESIA”“Segera Daftar diri anda tersedia di seluruh kabupaten , kecamatan dan kota yang ada di Indonesia”"
"November 21, 2024",https://turnbackhoax.id/2024/11/21/penipuan-kuis-tebak-kata-dari-cagub-jabar-dedi-mulyadi-hadiah-rp50-juta/,"[PENIPUAN] Kuis Tebak Kata dari Cagub Jabar Dedi Mulyadi, Hadiah Rp50 Juta","Akun TikTok “kangdedymulyadi00” mengunggahvideo[arsip] berisi klaim Calon Gubernur Jawa Tengah Dedi Mulyadi akan memberi Rp50 juta bagi yang berhasil menembak kata dari susunan huruf acak.
Berikut narasi lengkapnya:
“m-e-g-a-n-g-l-a. Sampai saat ini belum ada yang bisa, yusun nama kota di atas dengan benar saya transfer 50jt.”
Hingga Senin (18/11/2024) unggahan telah disukai dan dibagikan ulang lebih dari 3.800 kali.
Tim Pemeriksa Fakta Mafindo (TurnBackHoax) menelusuri foto yang digunakan dalam unggahan lewatGoogle Lens. Hasilnya, diketahui lamanayobandung.compada Februari 2024 memakai foto serupa yang berasal dari akun Instagram resmi Dedi Mulyadi “dedimulyadi71”.
Penelusuran berlanjut ke akun Instagram “dedimulyadi71”. Ternyata, foto yang digunakan akun TikTok “kangdedymulyadi00” berasal dariunggahanakun Instagram pribadi Dedi Mulyani pada November 2023. Unggahan akun TikTok “kangdedymulyadi00” merupakan hasil manipulasi dari foto tersebut.
Di akun Instagram resmi, tidak ada konten mengenai “Dedi Mulyadi mengadakan kuis tebak kata dengan hadiah puluhan juta rupiah”. Untuk akun TikTok, Dedi Mulyadi hanya memiliki satu akun, yakni “kangdedimulyadiofficial” yang kini memiliki 1,4 juta pengikut.","“m-e-g-a-n-g-l-a. Sampai saat ini belum ada yang bisa, yusun nama kota di atas dengan benar saya transfer 50jt.”"
"November 21, 2024",https://turnbackhoax.id/2024/11/21/penipuan-loker-lembaga-kebijakan-pengadaan-barang-jasa-pemerintah-lkpp/,[PENIPUAN] Loker Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah (LKPP),"Akun TikTok “loker_terbaik_bumn” pada Jumat (15/11/2024) mengunggahfoto[arsip] berisi informasi mengenai lowongan kerja (loker) di Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah (LKPP).
Berikut informasi lengkapnya:
“Lowongan Kerja Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah (LKPP)Posisi Jabatan :1. Kegiatan Pembinaan Wilayah UKPBJ2. Pengelola Sistem Informasi3. Pengadaan Jasa Lainnya Pengelola Dokumen Monitoring Dan Evaluasi Jabatan Fungsional Pengelola Pengadaan Barang/Jasa (JF PPBJ) di Direktorat Pengembangan Profesi dan Kelembagaan Tahun Anggaran 20244. Pengadaan Jasa Lainnya Programmer di Direktorat Perencanaan Transformasi, Pemantauan dan Evaluasi Pengadaan Tahun Anggaran 20245. Pengadaan Jasa Lainnya Pengembangan Organisasi RB I Tahun Anggaran 20246. Pengadaan Jasa Lainnya Pengembangan Organisasi RB II Tahun Anggaran 2024”
Dalam takarir, pengunggah mengajak warganet untuk mengunjungi tautan pendaftaran loker.
Per Kamis (21/11/2024), unggahan tersebut telah disukai 230-an akun dan dibagikan ulang 230 kali.
Tim Pemeriksa Fakta Mafindo (TurnBackHoax) pertama-tama mengakses tautan dalam unggahan. Diketahui, tautan mengarah ke laman berisi kumpulan info loker. Setelah mengklik salah satu loker, pengunjung diminta mengisi nama dan nomor telepon untuk mendapatkan OTP melalui SMS.
TurnBackHoax kemudian memasukkan kata kunci “Lowongan kerja resmi di LKPP” ke mesin pencari Google. Pencarian teratas mengarah ke lamanwww.rekrutmen.lkpp.go.idyang tidak memuat loker sebagaimana unggahan akun TikTok “loker_terbaik_bumn”.","“Lowongan Kerja Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah (LKPP)Posisi Jabatan :1. Kegiatan Pembinaan Wilayah UKPBJ2. Pengelola Sistem Informasi3. Pengadaan Jasa Lainnya Pengelola Dokumen Monitoring Dan Evaluasi Jabatan Fungsional Pengelola Pengadaan Barang/Jasa (JF PPBJ) di Direktorat Pengembangan Profesi dan Kelembagaan Tahun Anggaran 20244. Pengadaan Jasa Lainnya Programmer di Direktorat Perencanaan Transformasi, Pemantauan dan Evaluasi Pengadaan Tahun Anggaran 20245. Pengadaan Jasa Lainnya Pengembangan Organisasi RB I Tahun Anggaran 20246. Pengadaan Jasa Lainnya Pengembangan Organisasi RB II Tahun Anggaran 2024”"
"November 21, 2024",https://turnbackhoax.id/2024/11/21/salah-ahmad-luthfi-bilang-mau-kembali-ke-kampung-jika-kalah-pilkada-jateng/,[SALAH] Ahmad Luthfi Bilang Mau Kembali ke Kampung jika Kalah Pilkada Jateng,"Akun TikTok “singaopa11” pada Selasa, (12/11/2024) mengunggahfoto[arsip] berupa tangkapan layar berita berjudul:
“Kalau Kalah, Saya Akan Kembali ke Kampung Saya di Jawa Timur, Ucap Ahmad Luthfi”
Per Kamis (21/11/2024), unggahan tersebut telah menuai lebih dari 25 ribu tanda suka, hampir 4.500 komentar, dan dibagikan ulang sekitar 180-an kali.
Tim Pemeriksa Fakta Mafindo (TurnBackHoax) pertama-tama memastikan kebenaran klaim dengan memasukkan kata kunci “Ahmad Luthfi Kembali ke Jawa Timur” ke mesin pencarian Google. Hasilnya, tidak ditemukan satu pun pemberitaan media mengenai hal itu.
TurnBackHoax kemudian menelusuri foto tangkapan layar tersebut menggunakan Google Lens. Diketahui, konteks foto asli berasal dari pemberitaanawall.idberjudul “Tampil Gemilang di Debat Perdana, Luthfi-Gus Yasin Buktikan Siap Pimpin Jawa Tengah. Foto dalam berita yang tayang Jumat (1/11/2024) itu telah disunting oleh pembuat konten unggahan akun TikTok “singaopa11”.
Unggahan dengan klaim “Ahmad Luthfi bilang mau kembali ke kampung jika kalah Pilkada Jateng” merupakan konten yang dimanipulasi (manipulated content).
(Ditulis oleh Vinanda Febriani)",
"November 20, 2024",https://turnbackhoax.id/2024/11/20/penipuan-menkomdigi-meutya-hafid-mau-bagi-bagi-rp20-dari-gajian-menteri/,[PENIPUAN] Menkomdigi Meutya Hafid Mau Bagi-Bagi Rp20 Juta dari Gajian Menteri,"Akun TikTok “Meutya Hafid” pada Selasa (22/10/2024) mengunggahvideo[arsip] yang memperlihatkan sosok Menteri Komunikasi dan Digital (Menkomdigi) membacakan narasi:
“Assalamualaikum semua Saya Mutia Hafid mengucapkan rasa syukur atas kepercayaan yang diberikan bapak Prabowo Subianto kepada Saya mengisi jabatan menteri di kabinet Indonesia Maju melalui akun tiktok. Yang pertama saya mau berbagi Rp20.000.000 dari gaji pertama akan saya bagikan untuk anda khusus yang sudah follow, tekan love, dan bagikan postingan doakan Saya agar bisa menjalankan tugas sebagai menteri dan terus berbagi 20 juta dimanapun Anda berada.”
Per Rabu (20/11/2024), konten tersebut sudah ditonton lebih dari 12 ribu kali dan disukai 120-an akun.
Tim Pemeriksa Fakta Mafindo (TurnBackHoax) pertama-tama menelusuri kebenaran klaim dengan mengecek audio unggahan menggunakan Hive Moderation. Hasilnya, diketahui audio itu merupakan hasil rekayasa kecerdasan buatan (artificial intelligence/AI), probabilitasnya mencapai 96,6%.
Meutya Hafid tidak memiliki akun tiktok, dan tidak ada unggahan serupa di Instagram pribadi resmi Meutya Hafid “Meutya_hafid”.","“Assalamualaikum semua Saya Mutia Hafid mengucapkan rasa syukur atas kepercayaan yang diberikan bapak Prabowo Subianto kepada Saya mengisi jabatan menteri di kabinet Indonesia Maju melalui akun tiktok. Yang pertama saya mau berbagi Rp20.000.000 dari gaji pertama akan saya bagikan untuk anda khusus yang sudah follow, tekan love, dan bagikan postingan doakan Saya agar bisa menjalankan tugas sebagai menteri dan terus berbagi 20 juta dimanapun Anda berada.”"
"November 20, 2024",https://turnbackhoax.id/2024/11/20/penipuan-cagub-jatim-khofifah-bagi-bagi-uang-puluhan-juta/,[PENIPUAN] Cagub Jatim Khofifah Bagi-Bagi Uang Puluhan Juta,"Beredarvideo[arsip] dari akun TikTok “khofifah_indar.official” yang memperlihatkan Khofifah Indar Parawansa (Calon Gubernur Jawa Timur) mengatakan ingin membagi bantuan Rp10 juta khusus bagi yang benar-benar membutuhkan.
Berikut narasi yang diucapkan Khofifah dalam video:
“Assalamualaikum warahmatullahi wabarakatuh salam sejahtera untuk kita semua semoga kita semua selalu dalam lindungan yang maha kuasa. Saya Khofifah Indar Parawansa di akun TikTok ini spesial Jumat berkah saya akan berbagi bantuan 10 juta. Bantuan ini hanya untuk yang benar-benar membutuhkan ya, silahkan bagikan postingan ini, lalu tekan tanda hati dan tanda panah. Semoga bantuan ini bisa bermanfaat ya.”
Unggahan per Minggu (17/11/2024) telah ditayangkan 10 ribu kali, dibagikan hampir 500 kali, dan disukai sekitar 430-an pengguna TikTok.
Disadur dari artikel Periksa FaktaTirto.id.
Tim Riset Tirto pertama-tama mengunjungi Instagram Khofifah,@khofifah.ip, dan akun TikTok@khofifah.official. Hasilnya, tidak ditemukan unggahan resmi yang memberikan informasi serupa.
Penelusuran berlanjut dengan mengunggah potongan audio konten tersebut ke alat pendeteksi AI dari Hive Moderation. Diketahui, audio dalam video yang beredar merupakan hasil rekayasa AI dengan probabilitas sebesar 99,8 persen.
Tirto kemudian menelusuri foto Khofifah yang digunakan dalam video lewat Google Image dan Yandex. Gambar itu rupanya pernah dimuat dalam siaran YouTubeTribunnewsdanTribun Jatim. Namun, keduanya tak membahas perihal Khofifah berbagi Rp10 juta.","“Assalamualaikum warahmatullahi wabarakatuh salam sejahtera untuk kita semua semoga kita semua selalu dalam lindungan yang maha kuasa. Saya Khofifah Indar Parawansa di akun TikTok ini spesial Jumat berkah saya akan berbagi bantuan 10 juta. Bantuan ini hanya untuk yang benar-benar membutuhkan ya, silahkan bagikan postingan ini, lalu tekan tanda hati dan tanda panah. Semoga bantuan ini bisa bermanfaat ya.”"
"November 20, 2024",https://turnbackhoax.id/2024/11/20/salah-menko-pangan-zulkifli-hasan-ditangkap-buntut-kasus-impor-gula/,"[SALAH] Menko Pangan Zulkifli Hasan Ditangkap, Buntut Kasus Impor Gula","Akun TikTok “putripolitik1954” pada Jumat (15/11/2024) mengunggahfoto[arsip] berisi informasi mengenai penangkapan Menteri Koordinator (Menko) Bidang Pangan Zulkifli Hasan (Zulhas).
Berikut narasi lengkapnya:
“Akhirnya ketua umum Partai Amanat Nasional ditangkap kasus impor gula. Nah gitu dong. Akhirnya Komisi Kejaksaan perintahkan Mendag yang jabat dari 2015-2023 diperiksa”
Per Rabu (20/11/2024) unggahan tersebut telah menuai lebih dari 15 ribu tanda suka, 2,8 ribu komentar, dan dibagikan ulang hampir 900 kali.
Tim Pemeriksa Fakta Mafindo (TurnBackHoax) pertama-tama mengecek keaslian foto sampul (thumbnail) unggahan lewat Google Lens. Penelusuran mengarah ke video di kanal YouTube Hodari Podcast Rakyat berjudul “Nah gitu dong…!! Akhirnya Komisi Kejaksaan perintahkan Mendag yang jabat dari 2015-2023 diperiksa”.
Video yang tayang pada Rabu (13/11/2024) itu sama sekali tak membenarkan klaim tentang penangkapan Zulhas.
TurnBackHoax kemudian memasukkan kata kunci “Zulkifli Hasan ditangkap buntut dari kasus impor gula” ke mesin pencari Google. Tidak ada media yang memberitakan klaim tersebut.
Lewat penelusuran dengan kata kunci “Mendag diperiksa terkait impor gula”, ditemukan beritacnnindonesia.com(tayang 16 November 2024) mengenai desakan Komisi III DPR RI terhadap Kejaksaan Agung (Kejagung) untuk memeriksa menteri perdagangan lain setelah periode kepemimpinan Tom Lembong. Namun, tidak ada narasi tentang penangkapan Zulhas.",
"November 19, 2024",https://turnbackhoax.id/2024/11/19/salah-budi-arie-seret-jokowi-di-kasus-judi-online/,[SALAH] Budi Arie Seret Jokowi di Kasus Judi Online,"Beredarvideo[arsip]dari kanal YouTube “KAJIAN ASWAJA” yang menyebut Budi Arie menyeret Jokowi di kasus judi online.
Berikut narasi lengkapnya:
GEGER! MULYONO GAK BISA TIDUR, MENKOMINFO SERET JKW DIKASUS BEKINGI JUDOLMULYONO GAK BISA TIDUR MALAM INIBUDI ARI SERET JKW DI KASUS (BEKING JUDOL)
Sejak diunggah Rabu (6/11/2024), video tersebut telah ditonton lebih dari 34 ribu kali per Selasa (19/11/2024).
Tim Pemeriksa Fakta Mafindo (TurnBackHoax) pertama-tama menelusuri kebenaran klaim dengan memasukkan kata kunci “Budi Arie seret Jokowi di kasus judi online” ke mesin pencarian Google. Hasilnya, tidak ditemukan informasi terkait hal itu.
TurnBackHoax kemudian menelusuri sampul foto video itu lewat Google Lens dan tidak menemukan gambar serupa. Potret dalam sampul video merupakan hasil suntingan atau manipulasi dari penggabungan sejumlah gambar.
Dari pengamatan TurnBackHoax, video berdurasi 15 menit 15 detik itu hanya menayangkan ulang video dari kanal YouTube Refly Harun “SALING BONGKAR! VIRAL KASUS JUDOL DI KOMDIGI! MENKOMDIGI BLAK-BLAKAN: JUDOL DI PARPOL BANYAK JUGA!” yang tayang Rabu (6/11/2024).","GEGER! MULYONO GAK BISA TIDUR, MENKOMINFO SERET JKW DIKASUS BEKINGI JUDOLMULYONO GAK BISA TIDUR MALAM INIBUDI ARI SERET JKW DI KASUS (BEKING JUDOL)"
"November 19, 2024",https://turnbackhoax.id/2024/11/19/salah-kpk-mau-dibekukan-prabowo-kalau-gagal-kejar-koruptor-dalam-100-hari/,[SALAH] KPK Mau Dibekukan Prabowo kalau Gagal Kejar Koruptor dalam 100 Hari,"Akun TikTok “utusankhusus” pada Kamis, (7/11/2024) mengunggahfoto[arsip], isinya menyebut Prabowo akan membekukan KPK jika instansi itu gagal mengejar koruptor dalam 100 hari kerja.
Berikut narasi lengkapnya:
“Prabowo akan menambah anggaran untuk KPK, namun jika dalam 100 hari tidak bisa mengejar koruptor, KPK akan dibekukan sementara”
Per Selasa (19/11/2024), unggahan telah menuai lebih dari 230 ribu tanda suka, 8.700-an komentar, dan dibagikan ulang sekitar 3.100 kali.
Disadur dari artikel Cek Fakta Antara.
Dari penelusuran Antara, Presiden Prabowo memang menegaskan komitmen dalam pemberantasan korupsi dengan melakukan penambahan anggaran khusus. Tujuannya agar dapat memburu dan menangkap para pelaku tindak pidana korupsi.
“Saya akan cek kembali anggaran dan menyisihkan dana khusus untuk pemberantasan serta pengejaran koruptor,” kata Prabowo dalam sambutannya pada acara penutupan Rapat Pimpinan Nasional (Rapimnas) Partai Gerindra di Indonesia Arena, GBK, Jakarta, Sabtu (31/8/2024).
Meski begitu, Antara tidak menemukan pernyataan resmi Prabowo terkait rencana pembekuan sementara KPK apabila tidak dapat komisi tersebut tidak bisa menangkap koruptor dalam kurun waktu 100 hari.","“Prabowo akan menambah anggaran untuk KPK, namun jika dalam 100 hari tidak bisa mengejar koruptor, KPK akan dibekukan sementara”"
"November 19, 2024",https://turnbackhoax.id/2024/11/19/penipuan-tautan-akses-bantuan-bumn-klaster-pangan/,[PENIPUAN] Tautan Akses Bantuan BUMN Klaster Pangan,"Akun Facebook “BUMN Holding Pangan” pada Senin (28/10/2024) membagikanfoto[arsip] berisi info “Program Bantuan Khusus Kesejahteraan Petani, Peternak, dan Nelayan dari BUMN Klaster Pangan.
Berikut narasinya:
“PROGRAM BANTUAN KHUSUS DANA HIBAH UNTUK KESEJAHTERAAN PETANI, PETERNAK DAN NELAYAN. DARI BUMN KLASTER PANGAN, SEPTEMBER 2024.Untuk Syarat dan ketentuan penerima bantuan klik link”
Terdapat tautanhttps://klasterpanganbumn.jobstreetnews.comyang diklaim sebagai laman informasi untuk mengakses bantuan.
Hingga Selasa (19/11/2024) unggahan telah mendapat 1.200 tanda suka, 380-an komentar, dan telah dibagikan ulang hampir 20 kali.
Disadur dari artikel Cek FaktaTempo.
Untuk diketahui, BUMN Klaster Pangan dibentuk untuk memperbaiki ekosistem pangan dalam negeri, isinya terdiri dari sejumlah perusahaan seperti:
Tautan yang dibagikan dalam unggahan akun Facebook “BUMN Holding Pangan” tidak ditemukan dalam laman masing-masing perusahaan. Tautan tak mengarah ke laman resmi, pengunjung diminta memasukkan data pribadi berupa nama lengkap dan nomor telegram aktif.","“PROGRAM BANTUAN KHUSUS DANA HIBAH UNTUK KESEJAHTERAAN PETANI, PETERNAK DAN NELAYAN. DARI BUMN KLASTER PANGAN, SEPTEMBER 2024.Untuk Syarat dan ketentuan penerima bantuan klik link”"
"November 19, 2024",https://turnbackhoax.id/2024/11/19/penipuan-menko-infra-ahy-bagikan-bantuan-rp35-juta/,[PENIPUAN] Menko Infra AHY Bagikan Bantuan Rp35 Juta,"Akun TikTok “agusharimurtiiyudhoyono” pada Kamis (24/11/2024) membagikanvideo[arsip]. Isinya menampilkan Menteri Koordinator Bidang Infrastruktur dan Pembangunan Kewilayahan (Menko Infra) Agus Harimurti Yudhoyono (AHY) yang mengatakan dirinya ingin memberi bantuan Rp35 juta bagi pengguna TikTok yang menghubungi nomor dalam bio akun.
Berikut narasi lengkapnya:
“Halo Assalamualaikum. Saya Agus Harimurti Yudhoyono, menteri di kabinet Presiden Indonesia. Ini adalah akun baru saya. Siapa saja yang menemukan video ini, saya akan memberikan bantuan buat kalian yang membutuhkan modal usaha dan biaya sekolah sebesar Rp 35 juta. Bantuan ini akan saya berikan bagi yang sudah ketahuan follow dan share video ini. Ingat ini sudah menjadi rezeki kalian. Terima kasih.”
Tim Pemeriksa Fakta Mafindo (TurnBackHoax) menelusuri audio unggahan di Hive Moderation. Hasilnya, audio dalam video yang beredar merupakan hasil rekayasa AI dengan probabilitas 99,9%.
Dalam akun Instagram resmi AHY “agusyudhoyono” juga tidak ditemukan pernyataan soal bantuan dana, sebagaimana unggahan akun TikTok “agusharimurtiiyudhoyono”.","“Halo Assalamualaikum. Saya Agus Harimurti Yudhoyono, menteri di kabinet Presiden Indonesia. Ini adalah akun baru saya. Siapa saja yang menemukan video ini, saya akan memberikan bantuan buat kalian yang membutuhkan modal usaha dan biaya sekolah sebesar Rp 35 juta. Bantuan ini akan saya berikan bagi yang sudah ketahuan follow dan share video ini. Ingat ini sudah menjadi rezeki kalian. Terima kasih.”"
