Deskripsi,Judul,Link Berita,Tanggal Terbit,kelas_politik
"Tangkapan layar berita tersebut telah dimanipulasi, tidak ditemukan sumber valid termasuk CNBC Indonesia yang memberitakan bahwa Raja Salman menyebut hal",SALAH Artikel CNBC Indonesia: Raja Salman Sebut: Negara Termunafik Nomor Satu Indonesia,https://turnbackhoax.id/2024/09/26/salah-artikel-cnbc-indonesia-raja-salman-sebut-negara-termunafik-nomor-satu-indonesia/,2024/09/26,0
Tidak ditemukan sumber dari pemberitaan valid yang membenarkan klaim tersebut. Cuplikan-cuplikan dari postingan tersebut tidak berkaitan satu dengan yang lainnya.,SALAH Sebanyak 700 tentara IDF menyerahkan diri kepada PBB,https://turnbackhoax.id/2024/09/26/salah-sebanyak-700-tentara-idf-menyerahkan-diri-kepada-pbb/,2024/09/26,0
"Faktanya video tersebut diambil di kantor perkebunan ganja milik Mike Tyson sendiri yang bernama Tyson Ranch, di California, Amerika Serikat",SALAH Cerita Mike Tyson Sengaja Salat di Kafe yang Melarang Muslim Masuk ke Dalamnya,https://turnbackhoax.id/2024/09/26/salah-cerita-mike-tyson-sengaja-salat-di-kafe-yang-melarang-muslim-masuk-ke-dalamnya/,2024/09/26,0
Hasil periksa fakta Rahmah. Muhammad Rusmin menyatakan bahwa nomor tersebut bukan dirinya. Kategori:Konten Tiruan Sumber:WhatsApp Narasi:0812 622 4448Muhammad Rusmin PenjelasanDisadur dari Inikata. Muncul akun yang,[PENIPUAN] Akun Tiruan Wa Ketua KPU Sinjai,https://turnbackhoax.id/2024/09/25/penipuan-akun-tiruan-wa-ketua-kpu-sinjai/,2024-09-25,1
Hasil periksa fakta Rahmah. Akun tiruan. Bukan WhatsApp resmi Plt Kadis Kesehatan Putu Arya Nugraha maupun staf Dinkes. Kategori:Impostor Content Sumber:WhatsApp NarasiStaf dinkes: Slmt siangKlinik:,[PENIPUAN] Akun WA Staf dan Plt Kadis Kesehatan Buleleng,https://turnbackhoax.id/2024/09/25/penipuan-akun-wa-staf-dan-plt-kadis-kesehatan-buleleng/,2024-09-25,0
"Hasil periksa fakta Yudho Ardi Informasi yang menyesatkan, faktanya foto pada artikel tersebut merupakan anggota gangster di Sidoarjo yang berhasil diamankan polisi dan bukan pasukan",[SALAH] Pasukan Berani Mati Bela Jokowi Bersenjata Celurit Ditangkap,https://turnbackhoax.id/2024/09/25/salah-pasukan-berani-mati-bela-jokowi-bersenjata-celurit-ditangkap/,2024-09-25,1
"Hasil pemeriksa fakta Yudho Ardi Informasi yang menyesatkan, faktanya informasi tersebut merupakan Hoax Lama Bersemi Kembali (HLBK). Nyatanya, Singa tersebut menggali lubang persembunyian babi hutan",[SALAH] SINGA MENGGALI KUBURAN SENDIRI,https://turnbackhoax.id/2024/09/25/salah-singa-menggali-kuburan-sendiri-2/,2024-09-25,0
Hasil periksa fakta Rahmah. Kepala Seksi Intelijen Radityo Wisnu Aji meminta masyarakat tidak menanggapi dan melaporkan melalui hotline WA Kejari Tala pada 0821 5474 2624.,[PENIPUAN] Akun WhatsApp Kajari Tala Munandar,https://turnbackhoax.id/2024/09/25/penipuan-akun-whatsapp-kajari-tala-munandar/,2024-09-25,0
Hasil periksa fakta Rahmah. Kejari Kota Semarang mengungkapkan nomor tersebut bukan milik Chandra Saptaji. KATEGORI: IMPOSTOR CONTENT SUMBER: WHATSAPP NARASI:0853 4373 1155Chandra Saptaji PENJELASAN:Artikel disadur,[PENIPUAN] Akun Tiruan WA Kepala Kejari Semarang Chandra Saptaji,https://turnbackhoax.id/2024/09/25/penipuan-akun-tiruan-wa-kepala-kejari-semarang-chandra-saptaji/,2024-09-25,0
Hasil periksa fakta Rahmah. Diskopukmjateng menyatakan surat yang beredar tidak benar alias hoaks. KATEGORI: FABRICATED CONTENT SUMBER: Flyer NARASI:Nomor :Sifat : SegeraLampiran : 1 (satu),[PENIPUAN] Surat Bantuan Hibah Untuk UMKM 2024 Oleh Dinas Koperasi UKM Jateng,https://turnbackhoax.id/2024/09/25/penipuan-surat-bantuan-hibah-untuk-umkm-2024-oleh-dinas-koperasi-ukm-jateng/,2024-09-25,0
"Periksa Fakta Vania.Faktanya, berdasarkan situs pendeteksi AI terbukti bahwa video yang menampilkan kemunculan Pokemon pikacu di area persawahan warga adalah video yang dibuat dengan manipulasi",[SALAH] Kemunculan Pokemon Pikacu Asli di Persawahan Warga,https://turnbackhoax.id/2024/09/25/salah-kemunculan-pokemon-pikacu-asli-di-persawahan-warga/,2024-09-25,0
"Periksa Fakta Vania. Faktanya, setelah dilakukan pengecekan suara dengan Hive Moderation, 99,1% suara dalam video tersebut merupakan hasil buatan AI. Video asli Bambang Hartono juga membahas",[PENIPUAN] Michael Bambang Hartono Janjikan Bantuan 50 Juta,https://turnbackhoax.id/2024/09/25/penipuan-michael-bambang-hartono-janjikan-bantuan-50-juta/,2024-09-25,0
"Periksa Fakta VaniaFaktanya, akun tersebut bukanlah akun resmi milik PT. Astra Honda Motor. Akun tersebut dapat diindikasi sebagai akun penipuan. =========== [KATEGORI]: Konten tiruan ==========",[PENIPUAN] Akun Tiktok @hondajot572 Berisi Banyak Konten Giveaway,https://turnbackhoax.id/2024/09/25/penipuan-akun-tiktok-hondajot572-berisi-banyak-konten-giveaway/,2024-09-25,0
"Periksa Fakta Vania. Faktanya, tidak terdapat informasi resmi dari media sosial Raffi Ahmad terkait challenge tersebut. Akun tiktok tersebut juga bukan merupakan akun asli dari Raffi",[PENIPUAN] Konten Giveaway Mengatasnamakan Raffi Ahmad Dengan Challenge Tangkap Gambar,https://turnbackhoax.id/2024/09/25/penipuan-konten-giveaway-mengatasnamakan-raffi-ahmad-dengan-challenge-tangkap-gambar/,2024-09-25,0
"Periksa Fakta Vania. Faktanya, pemberian vaksin dan penyakit Mpox tidak ada kaitannya. Penyakit Mpox sendiri sudah ada dari tahun 1970, jauh sebelum COVID-19 muncul. Mpox merupakan",[SALAH] Vaksin mRNA sebabkan MPOX,https://turnbackhoax.id/2024/09/25/salah-vaksin-mrna-sebabkan-mpox/,2024-09-25,0
"Periksa Fakta Vania. Faktanya, makhluk yang diyakini sebagai kepiting raksasa tersebut adalah sebuah karya seni instalasi di Spanyol yang terbuat dari material daur ulang.===== KATEGORI: Konten",[SALAH] Kemunculan Kepiting Raksasa di Kupang,https://turnbackhoax.id/2024/09/25/salah-kemunculan-kepiting-raksasa-di-kupang/,2024-09-25,0
"Periksa Fakta Vania. Faktanya, narator hanya membaca ulang berita dari artikel kicknews.today yang diunggah pada 2 September 2024. Dalam artikel tersebut hanya disebutkan bahwa adanya peluang",[SALAH] Gelombang Tinggi Sebabkan Lombok Lenyap 10 September 2024,https://turnbackhoax.id/2024/09/25/salah-gelombang-tinggi-sebabkan-lombok-lenyap-10-september-2024/,2024-09-25,0
"Periksa Fakta Vania. Faktanya, video asli pada wawancara Maarten Paes menggunakan bahasa Inggris bukan bahasa Indonesia.===== KATEGORI: Konten yang di Manipulasi ===== Sumber: Youtubehttps://ghostarchive.org/archive/E1xZd ===== Narasi Maarten",[SALAH] Maarten Paes Fasih Berbahasa Indonesia,https://turnbackhoax.id/2024/09/25/salah-maarten-paes-fasih-berbahasa-indonesia/,2024-09-25,0
"Periksa Fakta Vania.Faktanya, berdasarkan hasil pengawasan BPOM terhadap kemasan galon AMDK yang terbuat dari polikarbonat selama lima tahun terakhir menunjukkan bahwa migrasi BPA masih di",[SALAH] Bahaya Polikarbonat pada Galon Isi Ulang,https://turnbackhoax.id/2024/09/25/salah-bahaya-polikarbonat-pada-galon-isi-ulang/,2024-09-25,0
"Periksa Fakta Vania. Faktanya, tidak ada laman resmi BRI yang memuat mengenai informasi tersebut. Link pada unggahan facebook tersebut juga tidak mengarah pada laman resmi BRI.=====",[PENIPUAN] Festival Pesta Poin BRIMO,https://turnbackhoax.id/2024/09/25/penipuan-festival-pesta-poin-brimo/,2024-09-25,0
"Periksa Fakta VaniaFaktanya, akun tersebut bukanlah akun resmi milik Baim Wong. Akun tersebut hanya berisi beberapa konten mengenai giveaway berupa uang dengan jumlah puluhan juta",[PENIPUAN] Akun Tiktok @giveaway.baim.wonq Berisi Konten Giveaway,https://turnbackhoax.id/2024/09/25/penipuan-akun-tiktok-giveaway-baim-wonq-berisi-konten-giveaway/,2024-09-25,0
Hasil periksa fakta Evarizma Zahra. Konten yang dimanipulasi. Tidak ada berita atau rekam jejak Ustadz Abdul Somad mengatakan dirinya setara dengan Paus Fransiskus. Foto yang,[SALAH] Artikel Berjudul Ustadz Abdul Somad Sebut Dirinya Setara dengan Paus Fransiskus,https://turnbackhoax.id/2024/09/25/salah-artikel-berjudul-ustadz-abdul-somad-sebut-dirinya-setara-dengan-paus-fransiskus/,2024-09-25,0
Hasil periksa fakta Moch. Marcellodiansyah Aksi Peringatan Darurat yang dimulai dari pemasangan logo garuda biru di media sosial pada 21-22 Agustus 2024 merupakan bentuk protes,[SALAH] Mahasiswa Dihasut Demo 22 Agustus 2024 Ingin Melengserkan Jokowi dan Membatalkan Pelantikan Presiden Terpilih Ada Campur Tangan CIA,https://turnbackhoax.id/2024/09/25/salah-mahasiswa-dihasut-demo-22-agustus-2024-ingin-melengserkan-jokowi-dan-membatalkan-pelantikan-presiden-terpilih-ada-campur-tangan-cia/,2024-09-25,1
Pemerintah Kabupaten Brebes melalui Dinas setempat telah mengkonfirmasi bahwa Pj Bupati Brebes yang diisukan terkena cacar monyet adalah hoaks.,"“[SALAH] “Cacar Monyet Sudah sampai Brebes, Bupati Brebes jadi Korban Pertama”",https://turnbackhoax.id/2024/09/25/salah-cacar-monyet-sudah-sampai-brebes-bupati-brebes-jadi-korban-pertama/,2024/09/25,1
"Faktanya video yang menampilkan Kepala BP2MI tersebut merupakan hasil manipulasi, melalui Instagram resminya, BP2MI mengkonfirmasi bahwa video tersebut adalah video","“[PENIPUAN] Video “BP2MI Berikan Bantuan Rp1,5 Miliar untuk 20 Pekerja Migran”",https://turnbackhoax.id/2024/09/25/penipuan-video-bp2mi-berikan-bantuan-rp15-miliar-untuk-20-pekerja-migran/,2024/09/25,0
"Faktanya video tersebut dibuat dengan KLING AI, platform membuat gambar dan video dengan AI. Bukan rekaman yang diambil oleh manusia.","“[SALAH] “Video Viral di China, Terekam Harimau dengan Posisi Duduk Layaknya Manusia”",https://turnbackhoax.id/2024/09/25/salah-video-viral-di-china-terekam-harimau-dengan-posisi-duduk-layaknya-manusia/,2024/09/25,0
"Setelah diidentifikasi dengan AI Detection dari Hive Moderation ditemukan angka sebesar 84,8% bahwa video tersebut memiliki probabilitas adalah deepfake yang",“[PENIPUAN] Video Reza Rahadian Bagikan Pengalaman Dapat Tambahan Rezeki dari Situs Judi Online,https://turnbackhoax.id/2024/09/25/penipuan-video-reza-rahadian-bagikan-pengalaman-dapat-tambahan-rezeki-dari-situs-judi-online/,2024/09/25,0
