date,URL,Title,Narrative,Statement,Label
"Mei 16, 2021",https://turnbackhoax.id/2021/05/16/salah-foto-tentera-uthmaniyah-turki-sudah-berada-di-masjid-aqsa/,[SALAH] Foto “Tentera Uthmaniyah Turki sudah berada di Masjid Aqsa”,"foto FSA (Free Syrian Army) yang disunting adalah ketika mengambil kendali penuh atas Kota Afrin, Suriah, pada tahun 2018 lalu.
Salah satu sumber foto ASLI, Anadolu Agency pada 18 Maret 2018: “Angkatan Bersenjata Turki dan Tentara Pembebasan Suriah (FSA) pada hari Minggu mengambil kendali penuh atas pusat kota Afrin di barat laut Suriah, Presiden Recep Tayyip Erdogan mengumumkan pada hari Minggu.” [2]
Salah satu sumber foto ASLI Dome of The Rock, Super radio München: “Situs suci Yerusalem tempat Masjid Al-Aqsa berada dibuka hari ini setelah 70 hari isolasi diberlakukan karena pandemi virus corona.” [3]
Getty Images: “AFRIN, SURIAH – 18 MARET: Tentara Turki berdiri dalam bentuk bulan sabit di pusat kota setelah Angkatan Bersenjata Turki dan Tentara Pembebasan Suriah (FSA) mengambil kendali penuh atas Afrin di barat laut Suriah dalam “Operasi Cabang Zaitun” pada 18 Maret 2018. “Kota Afrin pusat sepenuhnya dikendalikan pada pukul 8.30 pagi, “kata Erdogan dalam pidatonya pada upacara peringatan 103 tahun Kampanye Gallipoli. Pasukan memasuki pusat kota dari sisi timur, barat dan utara. Di pintu masuk, beberapa ranjau yang ditempatkan oleh teroris di titik masuk distrik meledak saat pejuang FSA maju ke pusat kota, itu diketahui. Menurut Staf Umum Turki, operasi tersebut bertujuan untuk membangun keamanan dan stabilitas di sepanjang perbatasan Turki dan wilayah tersebut serta melindungi warga Suriah dari kekejaman dan penindasan teroris.Operasi tersebut dilakukan di bawah kerangka hak Turki berdasarkan hukum internasional, resolusi Dewan Keamanan PBB, hak pertahanan diri berdasarkan piagam PBB, dan penghormatan terhadap integritas wilayah Suriah, katanya. (Foto oleh Stringer / Anadolu Agency / Getty Images)”. [5]
detikNews: “Salah satu daya pikat di kompleks Al-Haram Asy-Syarif adalah Dome of The Rock (Kubah Batu). Bangunan dengan kubah emas itu bahkan sering disebut sebagai Masjid Al-Aqsa. Padahal keduanya adalah bangunan berbeda.” [6]",Tentera Uthmaniyah Turki sudah berada di Masjid Aqsa. Ya Allah kurniakan kemenangan kpd Tentera Islam. Aamiin.,1
"Mei 12, 2021",https://turnbackhoax.id/2021/05/12/salah-bank-indonesia-mengeluarkan-uang-pecahan-1-0/,[SALAH] Bank Indonesia Mengeluarkan Uang Pecahan 1.0,"Pengguna TikTok dengan nama pengguna PuspoTV mengunggah sebuah video (2/4) yang menunjukkan selembar uang pecahan 1.0 yang bergambarkan seorang penari pendet. Unggahan tersebut juga disertai keterangan yang menyatakan bahwa uang tersebut adalah uang pecahan yang baru saja beredar.
Kepala Departemen Komunikasi Bank Indonesia, Erwin Haryono menyatakan bahwa uang tersebut merupakan uang spesimen atau uang contoh yang dicetak dalam rangka uji cetak Perum Peruri, bukan merupakan alat pembayaran yang sah yang telah diedarkan oleh Bank Indonesia.
Uang spesimen sendiri merupakan uang yang tidak memuat ciri-ciri uang sah sesuai dengan yang diatur dalam UU Mata Uang No. 7 Tahun 2011, yaitu memuat gambar lambang negara Garuda Pancasila, frasa “Negara Kesatuan Republik Indonesia”, sebutan pecahan dalam angka dan huruf sebagai tanda nominal, tanda tangan pihak pemerintah dan Bank Indonesia, nomor seri pecahan, serta teks “Dengan rahmat Tuhan Yang Maha Esa, Negara Kesatuan Republik Indonesia mengeluarkan Rupiah sebagai alat pembayaran yang sah dengan nilai…”.",Kalian udah punya belum? NARASI DALAM VIDEO: Ngasih THR pake uang pecahan ini lucu kali ya?,1
"April 30, 2021",https://turnbackhoax.id/2021/04/30/salah-artikel-dari-bentengsumbar-com-yang-berjudul-denny-siregar-ke-hehamahua-yang-mirip-firaun-itu-yang-suka-jualan-mayat-supaya-bisa-berkuasa-kayak-anda-kalau-presiden-kami-bekerja-han/,"[SALAH] Artikel dari Bentengsumbar.com yang berjudul “Denny Siregar ke Hehamahua: Yang Mirip Firaun Itu yang Suka Jualan Mayat Supaya Bisa Berkuasa, Kayak Anda, Kalau Presiden Kami Bekerja Hanya Untuk Rakyat RI,Anda Kerja Buat ISIS”","Beredar di media sosial yang diunggah oleh akun Facebook Fery Ansyah berupa sebuah tangkapan layar yang milik situs bentengsumbar.com dengan judul “Denny Siregar ke Hehamahua: Yang Mirip Firaun Itu yang Suka Jualan Mayat Supaya Bisa Berkuasa, Kayak Anda, Kalau Presiden Kami Bekerja Hanya Untuk Rakyat RI,Anda Kerja Buat ISIS”. Postingan tersebut disukai sebanyak 1,2 ribu kali dan dikomentari 95 kali.
Setelah melakukan penelurusan, diketahui artikel tersebut dipublikasikan oleh bentengsumbar.com dengan judul “Denny Siregar ke Hehamahua: Yang Mirip Firaun Itu yang Suka Jualan Mayat Supaya Bisa Berkuasa, Kayak Anda” pada 15 April 2021. Judul artikel pada sumber telah dimodifikasi dengan cara menambangkan kata-kata pada judul artikel tersebut.
Melihat dari penjelasan tersebut, artikel dari Bentengsumbar.com yang berjudul “Denny Siregar ke Hehamahua: Yang Mirip Firaun Itu yang Suka Jualan Mayat Supaya Bisa Berkuasa, Kayak Anda, Kalau Presiden Kami Bekerja Hanya Untuk Rakyat RI,Anda Kerja Buat ISIS” adalah tidak benar sehingga termasuk dalam kategori Konten yang dimanipulasi/Manipulated Content.","Denny Siregar ke Hehamahua: Yang Mirip Firaun Itu yang Suka Jualan Mayat Supaya Bisa Berkuasa, Kayak Anda, Kalau Presiden Kami Bekerja Hanya Untuk Rakyat RI,Anda Kerja Buat ISIS",1
"April 25, 2021",https://turnbackhoax.id/2021/04/25/salah-bantuan-sosial-tunai-bst-600-ribu-sudah-dapat-dicairkan/,[SALAH] Bantuan Sosial Tunai (BST) 600 Ribu Sudah Dapat Dicairkan,"Beredar sebuah kabar di media sosial Facebook, yang menyebutkan bahwa bantuan kompensasi corona dapat diambil oleh masyarakat yang telah memiliki e-KTP. Kompensasi sebanyak 600 ribu rupiah ini sudah dapat diambil per tanggal 30 April 2021, dengan mengecek nama pada tautan yang telah disediakan.
Namun setelah melakukan penelusuran, klaim bantuan corona tersebut ternyata hoaks. Diketahui bahwa bantuan sosial tunai (BST) sebanyak 600 ribu rupiah sudah tidak ada lagi.
Melansir dari artikel kompas.com, di tahun 2021 BST memang masih diberikan oleh Pemerintah Indonesia. Namun nilainya sudah berkurang menjadi 300 ribu rupiah. Pemerintah sendiri telah menghentikan bantuan 600 ribu sejak Juni 2020. Sementara bantuan lain yang masih dijalankan adalah bantuan sembako, subsidi listrik, BLT UMKM, Kartu Keluarga Sejahtera, dan Kartu Prakerja.
BST sebesar 300 ribu pun tidak didapat dengan sembarangan. Kemensos sendiri telah mengatur pendaftaran penerima BST ini dengan cara mendatangi kantor kelurahan atau desa setempat agar dapat diajukan ke berita acara dan diverifikasi menjadi penerima bantuan di Data Terpadu Kesejahteraan Sosial (DTKS).
Pengecekan penerima bantuan pun hanya dapat diakses melalui laman dtks.kemensos.go.id dengan memasukkan data diri menggunakan Nomor Induk Kependudukan (NIK), ID DTKS/BDT, Nomor PBI JK/KIS.
Dapat disimpulkan, kabar yang mengklaim bahwa dana sebesar 600 ribu sudah dapat dicairkan dengan melakukan cek nama pada tautan yang disediakan, merupakan kabar hoaks kategori fabricated content atau konten palsu.","Bagi yang sudah memiliki E-KTP sudah bisa mengambil kompensasi karena corona Per Tgl 30 April 2021 sebesar Rp. 600.000 untuk biaya # dirumah aja.Silakan cek apakah nama anda tercantum, dan cocokkan dengan NIK E-KTP anda melalui link berikut ini : https://bit.ly/ 3uEB0Bc",1
"April 24, 2021",https://turnbackhoax.id/2021/04/24/salah-judul-artikel-berita-liputan6-mui-akan-segera-mengeluarkan-fatwa-haram-kepada-free-fire-sebelum-hari-raya-idul-fitri/,[SALAH] Judul Artikel Berita Liputan6 “MUI akan segera mengeluarkan fatwa “Haram” kepada “Free Fire” sebelum Hari Raya Idul Fitri”,"Pengguna Facebook dengan nama pengguna Mas Radity dalam forum Kaum Jampas (Subur Gaming) mengunggah foto hasil tangkapan layar yang menunjukkan artikel berita Liputan6 yang berjudul “MUI akan segera mengeluarkan fatwa “Haram” kepada “Free Fire” sebelum Hari Raya Idul Fitri”. Dalam foto tersebut juga tercantum nama penulis serta tanggal artikel berita tersebut dimuat, yaitu 16 April 2021.
Berdasarkan hasil penelusuran, judul artikel berita tersebut merupakan hasil suntingan. Liputan6 telah menegaskan bahwa pihaknya tidak pernah mengunggah artikel berita dengan judul tersebut. Lebih lanjut, pihak Liputan6 juga menyatakan bahwa foto sampul, penulis, serta tanggal artikel tersebut dimuat memiliki kesamaan dengan artikel Liputan6 yang berjudul “Anya Geraldine dan Angga Yunanda Temani Gamer Free Fire Selama Ramadhan”.",Kabar gembira untuk kita semua#accmin#accwoi,1
"Maret 23, 2021",https://turnbackhoax.id/2021/03/23/salah-menggunakan-kekuasaan-untuk-menghancurkan-islam-mayat-mustafa-kemal-ataturk-tidak-diterima-bumi/,"[SALAH] Menggunakan Kekuasaan Untuk Menghancurkan Islam, Mayat Mustafa Kemal Ataturk Tidak Diterima Bumi","Sebuah unggahan di Facebook menampilkan gambar Presiden Jokowi yang sedang mengunjungi makam Mustafa Kemal Ataturk di Mausoleum Ataturk. Unggahan ini menyebutkan bahwa Mustafa Kemal Ataturk pada saat kematiannya, tidak diterima di liang lahat karena semasa memiliki kekuasaan, dipakai untuk menghancurkan Islam.

Namun setelah ditelusuri, klaim mengenai kematian Kemal Ataturk yang tidak diterima di liang lahat belum terbukti dalam catatan sejarah apapun. Klaim ini masih bersifat dugaan dan spekulasi beberapa orang. Kabar lain tentang Mustafa Kemal ternyata sudah pernah beredar sejak 2016 dengan beberapa variasi lain yang berhubungan dengan kisah penyebab kematiannya.

Melansir dari artikel Kompas.com yang berjudul “Biografi Tokoh Dunia: Mustafa Kemal Ataturk, Presiden Pertama Turki” yang dipublikasikan pada 9 November 2018, terdapat penjelasan singkat mengenai kehidupan sampai kematian Mustafa Kemal Ataturk.

Artikel ini menjelaskan bahwa pada tahun 1937, Mustafa Kemal mengalami penurunan kesehatan. Saat sedang dalam perjalanan ke Yalova pada tahun 1938, ia menderita penyakit serius sehingga harus kembali ke Istanbul untuk menjalani perawatan. Saat itu, Mustafa Kemal dinyatakan menderita sirosis hati. Mustafa Kemal pun meninggal pada 10 November 1938 di Istana Dolmabahce dan dimakamkan di Museum Etnografi Ankara yang kemudian dipindahkan ke sebuah sarkofagus seberat 42 ton di Mausoleum Anitkabir pada 10 November 1953. Pada biografi Mustafa Kemal maupun sumber yang valid lainnya, belum ada yang dapat membuktikan klaim kisah azab Mustafa Kemal tersebut, termasuk dirinya yang tidak diterima di liang lahat.",~ADA YG PAHAM DAN TAU SIAPA ITU .MUSTAFA_KEMAL_ATTATURK ~ YG MATINYA TIDAK BISA DI KUBUR DALAM GALIAN LIANG LAHATNYA AKHIRNYA DI KUBUR DI ATAS TANAH ~ KARNA SEMASA HIDUPNYA PUNYA KEKUASAAN TPI DI PAKAI UTK MENGHANCURKAN ISLAM ~ SAYA MAH OGAH MENGHARGAI ORG YG SUDAH MENGHANCURKAN AGAMA ISLAM ..MAKA_JADI_PENGUASA_JANGANLAH_SOMBONG_DAN_SEMAUNYA_AJA_SEOLAH_HIDUPMU_ABADI..,1
"Februari 28, 2021",https://turnbackhoax.id/2021/02/28/salah-menag-keluarkan-sk-larangan-bahasa-arab/,[SALAH] Menag Keluarkan SK Larangan Bahasa Arab,"Sebuah postingan yang diunggah oleh akun @baraditapalbatas memuat isu terkait telah dikeluarkannya SK dari Menag yang melarang Bahasa Arab. Postingan tersebut telah mendapat 47 komentar sampai dengan saat ini, bahkan beberapa akun diantaranya percaya terkait informasi tersebut.
Setelah dilakukan penelusuran, ditemukan fakta bahwa tidak ada informasi valid dan resmi mengenai hal itu. Hasilnya, ditemukan sejumlah berita yang berisi penjelasan bahwa Kemenag hanya mengganti KMA Nomor 165 Tahun 2014 tentang Kurikulum 2013 Mata Pelajaran PAI dan Bahasa Arab di Madrasah dengan KMA Nomor 183 Tahun 2019 tentang Kurikulum PAI dan Bahasa Arab di Madrasah serta KMA Nomor 184 Tahun 2019 tentang Pedoman Implementasi Kurikulum pada Madrasah.
Lebih lanjut melansir dari tirto.id, tiga Menteri Jokowi yaitu Menteri Pendidikan dan Kebudayaan Nadiem Makarim, Menteri Dalam Negeri Tito Karnavian, dan Menteri Agama Yaqut Cholil Qoumas menandatangani dan menerbitkan regulasi baru. Aturan tersebut melarang memaksa dan mewajibkan pemakaian seragam agama tertentu yang berlaku untuk siswa hingga guru di sekolah negeri.","SETELAH SKB3MENTERI LARANG JILBAB SEKARANG MUNCUL SK MENAG LARANG BAHASA ARAB, NEGERI SEDANG DIGIRING KEARAH SEKULER DAN KOMONIS",1
"Oktober 10, 2018",https://turnbackhoax.id/2018/10/10/salah-atiqah-hasiholan-diancam-diperkosa-jika-ratna-sarumpaet-ngaku-dianiaya/,[SALAH] Atiqah Hasiholan Diancam Diperkosa Jika Ratna Sarumpaet Ngaku Dianiaya,"Ramainya pemberitaan tentang hoaks yang dibuat Ratna Sarumpaet hingga sekarang belum surut. Yang terbaru, anaknya Atiqah Hasiholan yang berprofesi sebagai artis, diancam diperkosa imbas dari kasus sang ibu.
Melalui media sosial dan pesan berantai disebutkan Ratna Sarumpaet terpaksa membuat berita bohong dengan ancaman Atiqah Hasiholan, puteri Ratna, akan diperkosa.
Kuasa hukum Ratna, Insank Nasrudin memastikan isi pesan itu tidak benar.
“Apalagi itu, tidak ada itu. Tidak ada itu, isu itu dikembang-kembangkan saja lah. Enggak ada itu begitu-begitu. Aduh. Saya ketawa aja lah ada isu itu,” kata Insank saat dikonfirmasimerdeka.com, Selasa (9/10).
Atas informasi tak bertanggungjawab itu, pihaknya berencana membuat laporan polisi. Timnya sedang mengkaji hal itu.
“Ya tentunya isu tidak benar kemudian apakah kita akan lanjutkan kepada langkah hukum ya liat perkembangan ke depan,” ujarnya.
Polisi menegaskan bahwa isu artis Atiqah Hasiholan diancam akan diperkosa apabila ibundanya, Ratna Sarumpaet, mengakui sebagai korban penganiayaan, adalah hoaks alias kabar bohong. Isu itu sudah beredar cukup lama dan tidak jelas siapa pembuatnya.
Kabid Humas Polda Metro Jaya Kombes Argo Yuwono memastikan jika ancaman pemerkosaan dan pembunuhan terhadap Atiqah itu adalah kabar bohong alias hoaks. “[isu ancamam terhadap Atiqah] tidak benar,” kata Argo, Selasa (9/10/2018), dilansirSuara.com.
Argo mengaku kabar ancaman terhadap Atiqah melalui pesan berantai di media sosial sudah beredar sejak lama. Namun, Argo tak menjelaskan siapa pihak yang menyebarkan isu tersebut. “Itu [kabar ancaman terhadap Atiqah] sudah lama ya,” kata dia.","WA dari teman kita: Gue udah telp X ajudan PS penganiayaan itu memang terjadi cuman ratna ditekan sama pemerintah, dia di bawah ancaman, Atika Hasiholan mau dibunuh dan diperkosa di depan Ratna. Info Ring 1 Valid.",1
"Oktober 24, 2017",https://turnbackhoax.id/2017/10/24/hoax-pernyataan-kontroversial-wiranto-selaku-menko-polhukam-terkait-isu-sara/,[HOAX] Pernyataan Kontroversial Wiranto Selaku Menko Polhukam Terkait Isu SARA,"Belakangan ini, penyebar atau pembuat berita hoax sepertinya sudah tidak pandang bulu dalam melakukan aksinya. Tidak tanggung-tanggung, Menteri Koordinator Bidang Politik Hukum dan Keamanan (Menko Polhukam) Wiranto pun menjadi korban. Hoax tersebut berupa tulisan berbau SARA dengan mencatut nama Wiranto yang seolah-olah menyatakan etnis Tionghoa lebih banyak berperan untuk Indonesia daripada orang Arab.
Hoax tersebut berupa tulisan berbau SARA dengan mencatut nama Wiranto yang seolah-olah menyatakan etnis Tionghoa lebih banyak berperan untuk Indonesia daripada orang Arab. Kementerian Politik Hukum dan Keamanan (Kemenko Polhukam) melalui akun Twitternya @PolhukamRI menegaskan tulisan itu adalah hoax.
“#SahabatPolhukam, Menko Polhukam Tidak pernah mengeluarkan pernyataan ini. Berita tersebut adalah hoax dan penyebar hoax dapat dipidana sesuai UU ITE,” tulis Kemenko Polhukam melalui akun Twitternya, Senin (23/10/2017).
",TIONGHOA LEBIH BANYAK BERPERAN UNTUK INDONESIA DARI PADA ORANG ARAB,1
"Mei 10, 2017",https://turnbackhoax.id/2017/05/10/fitnah-jonru-proses-pembubaran-hti-cacat-hukum-dibubarkan-hanya-lewat-pidato-menteri/,"[FITNAH] Jonru : proses pembubaran HTI cacat hukum, dibubarkan hanya lewat pidato Menteri.","Yang diumumkan oleh Wiranto adalah #Rencana pembubaran HTI.
Proses pembubarannya sendiri akan tetap mengikuti aturan hukum yang ada.
Dikutip : “Kita membubarkan tentu dengan langkah hukum dan berdasarkan hukum. Oleh karena itu, akan ada proses pengajuan kepada suatu lembaga peradilan,” kata Wiranto kantornya, Senin (8/5/2017)”
FAKTA : (1) Yang dilarang adalah HTI. Bukan Islam.
(2) Proses pembubaran HTI akan mengikuti aturan hukum. Tidak seenaknya saja.
(3) Berbagai negara mayoritas Muslim lainnya sudah lebih dahulu melarang HT (hizbut tahrir).
Apakah Jonru akan menuduh mereka juga Anti Islam ?
Turki, Malaysia, Mesir, Saudi, dst.
(4) Wakil Ketua MUI (Zainut Tauhid Saadi) menyatakan bahwa NKRI berdasarkan Pancasila adalah final & mengikat, dan yang ingin mengubahnya “wajib diperangi”
(5) Ketua MUI (KH Maruf Amin) menyatakan bahwa bentuk NKRI sudah final.","Jonru : proses pembubaran HTI cacat hukum, dibubarkan hanya lewat pidato Menteri. REZIM INI (jokowi) SANGAT ANTI ISLAM",1
"Desember 16, 2016",https://turnbackhoax.id/2016/12/16/hoax-foto-warga-palestina-berkumpul-ikut-dalam-aksi-212-di-palestina/,HOAX: Foto Warga Palestina Berkumpul Ikut Dalam Aksi 212 Di Palestina,Foto bukan berasal dari aksi 212 di Palestina melainkan diambil dari postingan akun Instagram atas nama @abdillahonim tertanggal 29 Juli 2015.,"tidak hanya di TURKEY.JERMAN PALESTINE JUGA MENGIKUTI AKSI 212 ALLAHUAKBAR Sumber hoax: https://www.facebook.com/photo.php?fbid 135379566945316&set gm.1277576155640165&type 3 Fakta: Foto bukan berasal dari aksi 212 di Palestina melainkan diambil dari postingan akun Instagram atas nama @abdillahonim tertanggal 29 Juli 2015. Sumber: https://twitter.com/abdillahonim/status/626513031434911744?lang en Sumber pembahasan pada Forum Anti Fitnah, Hasut dan Hoax: https://www.facebook.com/groups/fafhh/permalink/383496175316257/",1
"Desember 15, 2016",https://turnbackhoax.id/2016/12/15/di-manado-sudah-berkibar-bendera-pki/,HASUT: “Di Menado sudah berkibar bendera PKI…”,"Di dalam post hasut dimunculkan dua foto yang tidak ada sangkut pautnya untuk menggiring kepada opini tertentu.

Menurut sumber berita bahwa benar adanya kejadian pengibaran bendera palu arit pada tanggal 12 Mei 2016 di desa Suluan, Kecamatan Tombulu, Kebupaten Minahasa dan sudah diturunkan oleh Tim Kodim 1309/Manado.

Sumber berita kejadian pengibaran bendera palu arit di Manado:

http://www.manadoterkini.com/2016/07/35045/astaga-bendera-pki-sempat-berkibar-di-minahasa/
http://manadoline.com/ini-kronologis-dandim-1309mdo-turunkan-paksa-bendera-pki-di-desa-suluan/
http://koranmakassaronline.com/v2/kodim-1309manado-amankan-bendera-bergambar-palu-arit/
http://www.mediasulut.co/detailpost/perkenalkan-minahasa-ke-dunia-moningka-merasa-dipermalukan
Sedangkan foto seorang bapak yang mengenakan baret merah diambil dari halaman akun Facebook atas nama Irwandi Yusuf yang diunggah pada tanggal 5 November 2014.","Di Menado sudah berkibar bendera PKI Bagai mana tindakan pemerintah .?? Apa msh melarang aparat untuk tidak berlebihan menghadapi organisasi dan atribut berlambang palu arit ini Fakta: Di dalam post hasut dimunculkan dua foto yang tidak ada sangkut pautnya untuk menggiring kepada opini tertentu. Menurut sumber berita bahwa benar adanya kejadian pengibaran bendera palu arit pada tanggal 12 Mei 2016 di desa Suluan, Kecamatan Tombulu, Kebupaten Minahasa dan sudah diturunkan oleh Tim Kodim 1309/Manado. Sumber berita kejadian pengibaran bendera palu arit di Manado: http://www.manadoterkini.com/2016/07/35045/astaga-bendera-pki-sempat-berkibar-di-minahasa/ http://manadoline.com/ini-kronologis-dandim-1309mdo-turunkan-paksa-bendera-pki-di-desa-suluan/ http://koranmakassaronline.com/v2/kodim-1309manado-amankan-bendera-bergambar-palu-arit/ http://www.mediasulut.co/detailpost/perkenalkan-minahasa-ke-dunia-moningka-merasa-dipermalukan Sedangkan foto seorang bapak yang mengenakan baret merah diambil dari halaman akun Facebook atas nama Irwandi Yusuf yang diunggah pada tanggal 5 November 2014. Sumber foto: https://www.facebook.com/photo.php?fbid 1660635194162883&set a.1392803490946056.1073741828.100006492553810&type 3&hc_location ufi Sumber pembahasan pada Forum Anti Fitnah, Hasut dan Hoax: https://www.facebook.com/groups/fafhh/permalink/377857235880151/",1
"Desember 7, 2016",https://turnbackhoax.id/2016/12/07/disinformasi-rela-berkorban-demi-jihad-goban/,[DISINFORMASI] Rela Berkorban demi Jihad Goban,"“
Meski begitu, Munarman menjelaskan pembagian uang itu terjadi satu hari paska aksi. Ia mengaku mendapat kabar ada rombongan yang tercecer dan tidak bisa pulang.
“Mereka itu kehabisan ongkos, terus ketinggalan sama rombongannya. Terus salah kalau saya bantu? Salah kalau mereka dikasih makan? Saya tentu merasa tanggung jawab dong,” tutur Munarman.
Munarman pun menegaskan, tudingan demo bayaran itu sangat tidak berdasar. Dirinya meminta pihak-pihak yang menuduhkan itu untuk membuktikan tuduhan itu.
“Sekarang begini, misalnya katakanlah jumlah massa 1 juta, terus saya kasih satu orang Rp 500 ribu, berarti semuanya Rp 500 miliar, kaya banget berarti yah? logikanya nggak masuk itu orang,” tegasnya.",@PARODIPOLITIK Mikir Loe ? Munarman Panglima ISIS Indonesia RELA BERKORBAN DEMI JIHAD GOBAN SEGAGAH GABAN BAYARAN GOBAN Front Pencari Goban Laskar Goban Indonesia GOBAN 50 RIBU,1
"Juli 6, 2016",https://turnbackhoax.id/2016/07/06/fitnah-demi-pencitraan-shaf-sholat-di-padang-dimundurkan/,"[FITNAH] Demi pencitraan, shaf sholat di Padang dimundurkan","Shaf sholat yang mundur satu baris dan posisi imam yang berada di shaf pertama yang sudah digeser bukan hanya dilakukan pada sholat Ied tahun ini saja. Namun sudah dilakukan semenjak tahun-tahun yang lalu di masjid Istiqlal Jakarta, dan bukan pada masa pemerintahan Presiden Jokowi saja melainkan sudah seperti itu semenjak masa pemerintahan Pak Presiden Suharto dan SBY.","UJI NYALI RAKYAT MINANGKABAU Cie cieee Lagi coba ngrayu nih yeee Tes nyali urang Minang. Sudah kebayang nanti berita di media sbb: 1. Rakyat Minang berdesakan menyambut Jokowi 2. Rakyat Minang berebutan minta foto selfie ama jokowi 3. Jokowi dapat gelar Bagindo bla bla bla Jiaaah . hahahha Oh ya, ada yang menarik dari sebuah tulisan dari sebuah blog yang berbahasa Indonesia berlogat Minang. Mempertanyakan posisi imam yang mundur dari mihrab dan shaf makmumnya yang mundur satu baris. Biar wartawannya mudah moto yah? Hahahhaha Baru sehari Sang Raja berada di Bandar Padang, sudah ramai gambarnya kami dapati di internet. Dari sekian banyak gambar ada satu nan menarik hati kami. Sebuah gambar nan menunjukkan Sang Raja ikut shalat berjama ah pada salah satu masjid di Bandar Padang, jadi makmum ia, ikut pula Tuan Pada gambar tersebut tampak sekelompok wartawan tegak pada salah satu sudut masjid di hadapan shaf pertama. Tampaknya Shaf pertama telah digeser mundur sehingga Shaf pertama berada di Shaf Kedua. Demikian pula Imam, tiada berada di mihrab ia melainkan berada di shaf pertama yang telah digeser. Sungguh ada apa dengan orang Minangkabau sekarang? Virus Garundang benar-benar sudah menyebar, banyak muncul para MUTAN. Tengoklah, demi sebuah pencitraan, demi sebuah propaganda, mereka tiada memandang tempat, bahkan di Rumah Allah sekalipun. Patutkah nan demikian? Tiada ikut shalat para wartawan, memainkan mengambil gambar Sang Raja demi kepentingan pencitraan. Dan disana ada Tuan Gubernur yang katanya dari Partai Islam beserta unsur pimpinan lainnya. Wahai Kaum Muslimin Minangkabau! Bangunlah! Sadarlah! Mereka mencemooh dan menuduh kita menggunakan agama demi mengejar kepentingan politik. Tengoklah kini? Siapa nan Munafik?!",1
"Februari 18, 2016",https://turnbackhoax.id/2016/02/18/hoax-david-beckham-pakai-kaos-bertuliskan-free-west-papua-saat-berkunjung-ke-wamena-papua/,"[HOAX] David Beckham Pakai Kaos Bertuliskan “Free West Papua” Saat Berkunjung ke Wamena, Papua","Foto mantan pemain sepakbola tersohor di dunia, David Beckham, memakai kaos bertuliskan Free West Papua saat berkunjung ke Wamena, Papua, beredar di media sosial. Foto kontroversial tersebut dimuat dalam artikel yang berjudul ‘Diam-Diam David Beckham Ke Wamena-Papua’ yang dibuat oleh situs potretanakmelanesia.blogspot.co.id pada tanggal 18 Februari 2016.

Soal lokasi David Beckham yang datang ke Wamena, Papua, itu adalah bohong alias hoax.
Dikutip dari bola.com, Pria berusia 40 tahun itu berkeliling dunia demi merayakan 10 tahun ditunjuknya ia sebagai duta UNICEF Goodwill. Dia akan bermain sepak bola di tujuh benua dalam waktu tujuh hari. Hasil pemasukan pertandingan yang dijalani Beckham nantinya akan disumbangkan sepenuhnya ke organisasi bernama 7 yang digagas UNICEF awal 2015.",Pemain sepak bola asal Inggris David Beckham ternyata berkunjung ke pedalaman Wamena-Papua secara diam-diam.Pemain ternama Dunia ini ternyata memberikana bantuan kemanusiaan setelah mendegar tragedi kematian anak di Nduga pada tahun silam 2015 lalu. Pada kedatangan sang bintang sepak bola itu akhirnya dikagetkana dengan kaos baju yang dikenakan David Beckham yang bertulisan Free West Papua .,1
"Agustus 22, 2024",https://turnbackhoax.id/2024/08/22/penipuan-video-jokowi-yang-membagikan-bantuan-50jt-melalui-tangkap-layar-dengan-menyesuaikan-gambar-yang-bertuliskan-50jt/,[PENIPUAN] Video Jokowi yang Membagikan Bantuan 50JT melalui Tangkap Layar dengan Menyesuaikan Gambar yang Bertuliskan 50Jt,"Telah beredar sebuah video di Facebook yang menunjukan bahwa Presiden Jokowi akan Membagikan bantuan sebesar 50JT bagi yang dapat melakukan tangkap layar dengan menyesuaikan tulisan 50JT pada konten terkait.
Namun setelah dilakukan penelusuran, berdasarkan informasi dari channel YouTube CNN Indonesia terlihat bahwa cuplikan video pada konten tersebut merupakan cuplikan saat Presiden Jokowi melakukan Pidato untuk menyampaikan Keterangan Pers terkait Pengungsi Rohingya di Indonesia pada tanggal 8 Desember 2023. Pada video tersebut Presiden Jokowi juga tidak menyebut akan membagikan bantuan 50 juta.","“WAJIB JUJUR. YANG BELUM DAPAT BANTUAN 50JT SILAHKAN STOP GAMBAR PAS”  “ Yang sudah dapat bantuan mohon jangan ikut lagi, kasih kesempatan untuk yang belum dapat agar semua adil bisa kebagian bantuan.”",1
