date,URL,Title,Narrative,Statement,Label
"Oktober 31, 2024",https://turnbackhoax.id/2024/10/31/salah-200-kapal-china-kumpul-di-perairan-dekat-malaysia-minta-pulau-kalimantan/,"[SALAH] 200 Kapal China Kumpul di Perairan Dekat Malaysia, Minta Pulau Kalimantan","Akun TikTok “mochammadabdulroc5” pada (7/10/2024) mengunggahfoto dengan klaim “Lebih dari 200 kapal China berkumpul di perairan dekat malaysia untuk meminta pulau Kalimantan”.
Berikut narasi lengkapnya:
Waspada !!! Lebih 200 kapal China berkumpul di perairan dekat malaysia sekarang.. Allahuakbar.. karena minta pulau kalimantan dgn modus hutang baru. Sadarkah kalian terkusus polisi tni siapa pengkhianat yg sebenarnya
Per Kamis (31/10/2024), konten tersebut menuai lebih dari 1.000 tanda suka dan 680-an komentar, serta dibagikan ulang 320 kali.
Tim Pemeriksa Fakta Mafindo (TurnBackHoax) menelusuri klaim tersebut di sejumlah pemberitaan media online. Hasilnya, ditemukan media Malaysia (iloveborneo.my) yang memberitakan 200 kapal China berkumpul di perairan dekat Malaysia (Laut China Selatan).
Dalam berita yang tayang Selasa (10/9/2024) itu, dijelaskan kedatangan ratusan kapal tersebut merupakan bagian dari agresi maritim yang dilakukan China terkait sengketa Laut China Selatan.
China pada 2021 juga melakukan agresi serupa dengan mengirim 200 kapal di perairan Filipina, diberitakan BBC News Indonesia dalam reportase “Sengketa Laut China Selatan: ‘Armada kapal ikan’ China bikin Filipina khawatir”.
Agresi maritim merupakan tindakan China atas keputusan pengadilan internasional yang menolak klaim kedaulatan China atas 90% wilayah Laut China Selatan pada pertengahan tahun 2016 lalu.",Waspada !!! Lebih 200 kapal China berkumpul di perairan dekat malaysia sekarang.. Allahuakbar.. karena minta pulau kalimantan dgn modus hutang baru. Sadarkah kalian terkusus polisi tni siapa pengkhianat yg sebenarnya,1
"Oktober 31, 2024",https://turnbackhoax.id/2024/10/31/salah-video-demo-tolak-kedatangan-jokowi-pulang-kampung-ke-solo/,[SALAH] Video Demo Tolak Kedatangan Jokowi Pulang Kampung ke Solo,"Akun X “alfatih” pada Kamis (24/10/2024) mengunggahvideo berdurasi 2 menit 20 detik yang menampilkan dokumentasi CNN Indonesia tentang demo tuntutan mahasiswa untuk mengadili Jokowi di Solo, Jawa Tengah. Terlihat massa berbaju nuansa hitam membawa sejumlah spanduk.
Unggahan disertai narasi:
“*Solo Demo Sore Kemaren Monolak kedatangan Jokowi pulang kampung ke SoloJOKOWI RIWAYATMU.KINI,LIHAT SAJA ORANG KAMPUNGNYA SAJA DI SOLO MINTA JOKOWI DIADILI*
Hingga Rabu (30/10/2024), unggahan sudah ditonton lebih dari 185 ribu kali, disukai 5.600-an akun, dan dibagikan ulang sekitar 1.800 kali.
Tim Pemeriksa Fakta Mafindo (TurnBackHoax) menelusuri klaim dengan memasukkan kata kunci “CNN Indonesia demo mahasiswa tuntut adili Jokowi” ke pencarian YouTube. Hasilnya, ditemukan video milik CNN Indonesia berjudul sama yang tayang Agustus 2024.
Dokumentasi itu memperlihatkan sejumlah mahasiswa yang menamakan diri “Indonesia Melawan” sedang menggelar aksi demonstrasi di depan Gedung DPRD Solo dengan tuntutan agar Joko Widodo—yang kala itu masih menjadi presiden—segera diadili.","“*Solo Demo Sore Kemaren Monolak kedatangan Jokowi pulang kampung ke SoloJOKOWI RIWAYATMU.KINI,LIHAT SAJA ORANG KAMPUNGNYA SAJA DI SOLO MINTA JOKOWI DIADILI*",1
"Oktober 31, 2024",https://turnbackhoax.id/2024/10/31/salah-prabowo-tawarkan-bantuan-biaya-sekolah-modal-usaha-hingga-bayar-utang/,"[SALAH] Prabowo Tawarkan Bantuan Biaya Sekolah, Modal Usaha, hingga Bayar Utang","Akun TikTok “prabovppwrs” pada Selasa (22/10/2024) mengunggahvideo berdurasi 19 detik yang memperlihatkan Prabowo mengatakan ingin membantu masyarakat.
Berikut narasi lengkapnya:
“Tolong Jawab dengan jujur ya saat ini kalian butuh apa ?biaya sekolah, biaya kuliah, modal usaha, mau bayar hutang atau renovasi rumah, jika kalian membutuhkan salah satu yang tadi saya sebutkan Segera hubungi saya segera insyaallah saya bantu dengan syarat jangan digunakan untuk berfoya-foya”
Hingga Rabu (30/10/2024), unggahan tersebut sudah ditonton lebih dari 1,5 juta kali, disukai 60 ribuan akun, dan dibagikan ulang 30 ribu kali.
Tim Pemeriksa Fakta Mafindo (TurnBackHoax) memasukkan tangkapan layar video ke Google Image. Hasilnya, ditemukan video serupa yang diunggah kanal YouTube TribunJatim Official berjudul “Momen Prabowo Lupa Berapa Kali Jokowi Mengalahkannya di Pilpres: Sekarang Saya yang Menang”.
Video itu merupakan momen pelantikan Prabowo di Gedung MPR/DPR pada Minggu (20/10/2024). Prabowo tak mengatakan dirinya menawarkan bantuan sebagaimana unggahan akun TikTok “prabovppwrs”.
TurnBackHoax kemudian memasukkan audio dari unggahan tersebut ke perangkat deteksi AI,Hive Moderation. Hasilnya, 99,6% audio terdeteksi hasil rekayasa AI.","“Tolong Jawab dengan jujur ya saat ini kalian butuh apa ?biaya sekolah, biaya kuliah, modal usaha, mau bayar hutang atau renovasi rumah, jika kalian membutuhkan salah satu yang tadi saya sebutkan Segera hubungi saya segera insyaallah saya bantu dengan syarat jangan digunakan untuk berfoya-foya”",1
"Oktober 30, 2024",https://turnbackhoax.id/2024/10/30/salah-salam-3-jari-dari-anies-bentuk-dukungan-ke-pramono-rano/,[SALAH] Salam 3 Jari dari Anies Bentuk Dukungan ke Pramono—Rano,"Akun Instagram “@lintang_son9o” pada Sabtu (05/10/2024) mengunggahvideo yang memperlihatkan Anies mengacungkan jari. Unggahan disertai takarir:
Anies Baswedan mendukung calon gubernur dan wakil gubernur nomor urut 3 Mas Pram – Bang Doel
Per Rabu (29/10/2024), konten dilihat hampir 500 kali dan disukai 60 akun.
Disadur dari artikel Periksa Fakta Tirto.id.
Tim pemeriksa fakta Tirto melakukan penelusuran dengan membuka media sosial Anies. Melalui akun instagramnya @aniesbaswedan, terdapat foto Anies yang sedang memakai batik dan mengendarai sepeda pada unggahan Rabu (02/10/2024). Dalam narasi yang dibagikan, Anies pada saat itu hanya memperingati Hari Batik Nasional dan Hari Sepeda Nasional bersama kelompok Bike to Work Indonesia.
Tirto melanjutkan penelusuran dengan kata kunci “Dukungan Anies pada Pilkada Jakarta 2024” pada Google. Hasilnya, pada salah satu artikel Tempo yang berjudul “Jubir Ungkap Kemungkinan Anies Baswedan Nyatakan Dukungan di Pilkada Jakarta”, Juru Bicara Anies, Sahrin Hamid, menyatakan kalau Anies belum menyatakan dukungan resmi kepada satupun pasangan calon gubernur dan wakil gubernur di Pilkada Jakarta, per Jumat (11/10/2024).
“Keberpihakan terhadap rakyat yang lemah harus diperhatikan. Pada saatnya, Mas Anies akan menentukan pilihannya. Kita tunggu saja,” ujar Sahrin mengutip dari Tempo.
Sampai saat ini, Anies belum mengungkapkan dukungan terhadap salah satu calon gubernur dalam Pilkada Jakarta 2024.",Anies Baswedan mendukung calon gubernur dan wakil gubernur nomor urut 3 Mas Pram – Bang Doel,1
"Oktober 30, 2024",https://turnbackhoax.id/2024/10/30/salah-prabowo-ancam-penghujat-pemimpin-akan-berurusan-dengan-aparatur-negara/,[SALAH] Prabowo Ancam Penghujat Pemimpin akan Berurusan dengan Aparatur Negara,"Akun X “ike_hw71” pada Jumat (25/10/2023) mengunggahfoto berisi informasi Presiden Prabowo mengancam rakyat yang menghina pemimpin.
Berikut narasi lengkapnya:
“Breaking News. Prabowo Sampaikan: Saya Tegaskan, Bahwa Tidak Ada Lagi Rakyat, yang Menghujat Kepala Negara, Siapa yang Mencoba Hujat Pemimpin nya Dia Bakal Berurusan Sama Aparatur Negara”.
Hingga Rabu (30/10/2024) unggahan telah mendapatkan lebih dari 13 ribu tanda suka dan diunggah ulang lebih dari 1.700 kali. Terdapat sekitar 1.000 komentar, mayoritas  mempercayai informasi dalam konten.
Pemeriksa Fakta Mafindo (TurnBackHoax) melalui mesin pencarian Google memasukkan beberapa kata kunci sesuai narasi yang disebutkan dalam unggahan. Hasilnya, tidak ditemukan sumber dari pemberitaan valid yang dapat dijadikan bukti Presiden Prabowo menyampaikan ancaman tersebut.
Penelusuran gambar unggahan keGoogle Lensjuga tak mengarah ke sumber yang mendukung klaim, salah satunya pemberitaanantaranews.com“Pidato Lengkap Presiden RI Prabowo Subianto”.
Dalam kesempatan itu, Prabowo tak mengungkapkan pernyataan yang bersifat ancaman terhadap rakyat yang menghujat pemimpin.","“Breaking News. Prabowo Sampaikan: Saya Tegaskan, Bahwa Tidak Ada Lagi Rakyat, yang Menghujat Kepala Negara, Siapa yang Mencoba Hujat Pemimpin nya Dia Bakal Berurusan Sama Aparatur Negara”.",1
"Oktober 30, 2024",https://turnbackhoax.id/2024/10/30/salah-menkes-budi-sebut-lockdown-pandemi-selanjutnya-bagian-dari-great-reset/,[SALAH] Menkes Budi Sebut Lockdown Pandemi Selanjutnya Bagian dari Great Reset,"Akun Instagram “_bougenville2nd” pada Senin (21/10/2024) mengunggahvideo yang menampilkan Menteri Kesehatan (Menkes) Budi Gunadi memberi pernyataan akan ada lockdown di pandemi selanjutnya. Perkataan itu dikaitkan dengan agenda great reset dan new world order.
Berikut narasi lengkapnya:
“SIGNAL KUAT AGENDA GREAT RESET – NEW WORLD ORDER”“LOCKDOWN 100% RAKYAT DI NEXT PANDEMIC”“Repost pernyataan menkes Signal kuat Agenda Great Reset New world order, kedaulatan Rakyat di tangan antek Asing. 🚨LockDown Pergerakan 100% di next Pandemic🤧 Bayang² Teror ketakutan dari Elite Sudah Didepan mata, entah dalam bentuk KLB/ Pandemic Global. Hasbunallah wa ni’mal wakil”.
Hingga Rabu (30/10/2024) unggahan telah ditayangkan hampir 20 ribu kali dan disukai 409 akun. Terdapat 19 komentar, mayoritas mempercayai informasi dalam konten tersebut.
Disadur dari artikelCek Fakta Tempo.
Berdasarkan penelusuran oleh Tim Cek Fakta Tempo, potongan video berasal dari kanal YouTubeASEAN BAC INDONESIA 2023. Menkes Budi kala itu menjadi pembicara dalam  pertemuan B20 Summit 2022 di Nusa Dua, Bali pada 13—14 November 2022.
Potongan unggahan “_bougenville2d” itu diambil saat Menkes Budi membahas para pebisnis yang memiliki peran besar dalam menangani isu-isu kesehatan atau jika pandemi kembali melanda.
Menkes Budi meminta kalangan pebisnis dapat berinvestasi pada sektor kesehatan supaya layanan kesehatan makin memadai.
Tidak ada pernyataan Menkes Budi tentang lockdown menjadi bagian dari great reset (sebuah gagasan kontroversial dari Klaus Schwab, kepala Forum Ekonomi Dunia (WEF) pada 2020 sebagai upaya memanfaatkan momentum pandemi Covid-19 dalam merancang ulang dunia). Namun, gagasan tersebut ditolah oleh beberapa tokoh dan lembaga resmi.","“SIGNAL KUAT AGENDA GREAT RESET – NEW WORLD ORDER”“LOCKDOWN 100% RAKYAT DI NEXT PANDEMIC”“Repost pernyataan menkes Signal kuat Agenda Great Reset New world order, kedaulatan Rakyat di tangan antek Asing. 🚨LockDown Pergerakan 100% di next Pandemic🤧 Bayang² Teror ketakutan dari Elite Sudah Didepan mata, entah dalam bentuk KLB/ Pandemic Global. Hasbunallah wa ni’mal wakil”.",1
"Oktober 30, 2024",https://turnbackhoax.id/2024/10/30/salah-prabowo-bilang-setujukah-rakyat-kalau-putra-putri-anda-ikut-wajib-militer/,[SALAH] Prabowo Bilang “Setujukah Rakyat kalau Putra Putri Anda Ikut Wajib Militer?”,"Akun X “convomf” pada Minggu (27/10/2023) membagikanfoto berisi informasi Presiden Prabowo menanyakan apakah rakyat setuju jika putra dan putri mengikuti wajib militer.
Berikut narasi lengkapnya:
“Breaking News. Prabowo Sampaikan: Setujukah Rakyat, Kalau Putra Putri Anda Ikut Wajib Militer??? Mentalnya Kuta dan Cinta NKRI”.
Hingga Rabu (30/10/2024) unggahan tersebut telah dilihat hampir enam juta kali dan disukai lebih dari 48 ribu akun.
Pemeriksa Fakta Mafindo (TurnBackHoax) melalui mesin pencarian Google memasukkan beberapa kata kunci sesuai narasi yang disebutkan dalam unggahan. Hasilnya, tidak ditemukan pemberitaan valid yang menjadi bukti Presiden Prabowo menanyakan hal tersebut.
Hasil pencarian di Google dengan kata kunci “Prabowo Sampaikan: Setujukah Rakyat, Kalau Putra Putri Anda Ikut Wajib Militer?” mengarah ke pemberitaanCNBC Indonesiatahun 2020 berjudul “Tenang, Prabowo Tegaskan tak ada Wajib Militer Buat Warga +62”.
Dalam laporan CNBC Indonesia tersebut, Prabowo–yang saat itu sebagai menteri pertahanan–menegaskan tidak ada wajib militer bagi warga negara Indonesia yang ingin berpartisipasi dalam mengawal pertahanan negara.
Penelusuran gambar unggahan ke Google Lens juga tak mengarah ke sumber yang mendukung klaim.
Hasil pencarianmenemukan reportasekompas.tvyang menyebut presiden tidak bermaksud militeristik dengan mengadakan Retret Kabinet Merah Putih di Magelang, melainkan untuk menciptakan keselarasan, disiplin, dan kesetiaan di lingkungan kerja dalam kabinet pemerintahannya.","“Breaking News. Prabowo Sampaikan: Setujukah Rakyat, Kalau Putra Putri Anda Ikut Wajib Militer??? Mentalnya Kuta dan Cinta NKRI”.",1
"Oktober 30, 2024",https://turnbackhoax.id/2024/10/30/salah-cagub-jakarta-pramono-anung-dan-ketua-dpr-ri-puan-maharani-terlibat-korupsi-e-ktp/,[SALAH] Cagub Jakarta Pramono Anung dan Ketua DPR RI Puan Maharani Terlibat Korupsi e-KTP,"Di TikTok sejak Selasa (8/10/2024) beredarvideo dari akun “doa__suci” berisi informasi yang menyebut Pramono Anung (calon gubernur Jakarta 2024) dan Puan Maharani (Ketua DPR RI) terlibat mega korupsi.
Berikut potongan narasi dalam unggahan tersebut:
“mega korupsi e-KTP”“Pentolan PDIP terlibat dalam mega korupsi e-KTP dengan kerugian negara sebesar Rp2,3 triliun, tapi tidak tersentuh hukum masyarakat tidak hilang ingatan tentang kasus media korupsi e-KTP yang menyeret Setya Novanto sebagai terdakwa dalam kesaksiannya di pengadilan Setya Novanto dengan. Gamblang menyebut ada 2 politisi PDIP, yaitu Puan Maharani dan Pramono Anung. Ke-2 nya masing-masing menerima US$500.000 atau sekitar Rp7,5 miliar”.
Hingga Rabu (30/10/2024) unggahan ditonton lebih dari 250 kali dan disukai 3.800-an akun. Terdapat sekitar 1.100 komentar, mayoritas mempercayai informasi dalam konten itu.
Dari hasil penelusuran Tim Pemeriksa Fakta Mafindo (TurnBackHoax) tentang kasus korupsi e-KTP serta kaitannya dengan Pramono Anung dan Puan Maharani, tidak ditemukan bukti kuat keduanya terlibat korupsi.
Dilansir daribbc.com, Setya Novanto—yang saat itu jadi terpidana kasus korupsi e-KTP—dalam sidang perkaranya (22 Maret 2018) menjelaskan pernah mendengar Pramono Anung dan Puan Maharani masing-masing mendapat US$500 ribu.
Dari penjelasan tersebut, pada Jumat (23/03/2018) sebagaimana dikutip dariCNN Indonesia, juru bicara KPK menyatakan penjelasan Setya Novanto tersebut menjadi fakta baru yang akan dikonfirmasi dengan saksi-saksi dan bukti lainnya.
Pada Selasa (1/10/2019) seperti yang dilansir darialinea.idAlexander Marwata—Wakil Ketua KPK—menyebut keterlibatan Pramono Anung dan Puan Maharani dalam korupsi e-KTP belum memiliki bukti yang cukup.
DilaporkanVOA Indonesiapada Senin (26/03/2018), Pramono Anung dan Puan Maharani sama-sama membantah keterlibatan mereka dalam kasus korupsi e-KTP.
Puan menyatakan ia tidak pernah membahas kasus korupsi e-KTP dengan Setya Novanto atau pihak lainnya yang terlibat saat menjadi Ketua Fraksi PDI-P (2009—2014), serta menegaskan fraksinya, saat proyek e-KTP dibahas, merupakan oposisi dari pemerintahan Susilo Bambang Yudhoyono.
Pramono menjelaskan saat pembahasan proyek e-KTP, ia sedang menjadi Wakil Ketua DPR periode 2009—2014 yang mengkoordinasikan Komisi IV hingga Komisi VII, bukan ranah e-KTP.
“Kalau ada orang yang memberi [uang] itu kan berkaitan dengan kewenangan kedudukan dan jabatan. Nah dalam hal ini saya gak pernah ngomong satu patah kata pun yang berkaitan dengan e-KTP,” jelas Pramono seperti yang dikutip dariVOA Indonesia.
Hingga artikel ini dibuat pada Rabu (28/10/2024), tidak ada sumber valid yang menyatakan bahwa KPK memiliki bukti yang menetapkan Pramono Anung dan Puan Maharani sebagai tersangka dalam kasus korupsi e-KTP.","“mega korupsi e-KTP”“Pentolan PDIP terlibat dalam mega korupsi e-KTP dengan kerugian negara sebesar Rp2,3 triliun, tapi tidak tersentuh hukum masyarakat tidak hilang ingatan tentang kasus media korupsi e-KTP yang menyeret Setya Novanto sebagai terdakwa dalam kesaksiannya di pengadilan Setya Novanto dengan. Gamblang menyebut ada 2 politisi PDIP, yaitu Puan Maharani dan Pramono Anung. Ke-2 nya masing-masing menerima US$500.000 atau sekitar Rp7,5 miliar”.",1
"Oktober 30, 2024",https://turnbackhoax.id/2024/10/30/salah-pks-mundur-dari-koalisi-indonesia-maju-kim-plus/,[SALAH] PKS Mundur dari Koalisi Indonesia Maju (KIM) Plus,"Akun X “abu_waras” pada Kamis (24/10/2024) mengunggahfoto berlatar logo PKS dengan keterangan “Kami Mundur dari Kim Plus dan Menolak Politik Dinasti” serta narasi:
“Benarkah berita ini?Tapi kalaupun benar, Sorry yeeee……!Sorry yeeee……!Saya tidak kagum dan takjub….”
Per Selasa (29/10/2024), unggahan tersebut dilihat lebih dari 40 ribu kali, disukai 761 akun, dan dibagikan ulang hampir 175 kali.
Tim pemeriksa fakta Mafindo (TurnBackHoax) melakukan penelusuran dengan memasukkan kata kunci “PKS mundur dari Koalisi Indonesia Maju (KIM) Plus” ke mesin pencarian Google.
Hasilnya, tidak ditemukan pernyataan PKS telah mundur dari KIM Plus. Dilansir darikompas.com, PKS bergabung dengan KIM Plus sejak Selasa (20/08/2024). Presiden PKS Ahmad Syaikhu mengungkapkan keputusan bergabung dengan koalisi dan mendukung  pemerintahan Prabowo-Gibran merupakan hasil musyawarah Majelis Syuro PKS.","“Benarkah berita ini?Tapi kalaupun benar, Sorry yeeee……!Sorry yeeee……!Saya tidak kagum dan takjub….”",1
"Oktober 29, 2024",https://turnbackhoax.id/2024/10/29/salah-mata-uang-brics-sudah-rilis-ada-gambar-bendera-indonesia/,"[SALAH] Mata Uang BRICS Sudah Rilis, Ada Gambar Bendera Indonesia","Pada Sabtu (26/10/2024) akun TikTok “unityindversity” membagikanvideo yang menampilkan bendera dan nama Indonesia di mata uang asosiasi Brasil, Rusia, India, Tiongkok, dan Afrika Selatan (BRICS).
Video tersebut mengeklaim mata uang BRICS telah diluncurkan secara resmi pada Konferensi Tingkat Tinggi (KTT) BRICS 2024 di Rusia.
Berikut narasi lengkapnya :
“Mata Uang BRICS telah diluncurkan secara resmi pada KTT BRICS di Rusia. Terdapat bendera Indonesia dan nama REPUBLIK INDONESIA”
Hingga Selasa (29/10/2024), unggahan mendapat lebih dari 16 ribu tanda suka, 760-an komentar, dan dibagikan ulang sekitar 700 kali.
Tim pemeriksa fakta Mafindo (TurnBackHoax) menggunakan Google Lens untuk menelusuri potret uang kertas tersebut. Hasilnya, diketahui gambar tersebutberedar di media sosialsejak Agustus—September 2023, setelah KTT BRICS 2023 pada 22—24 Agustus.
Dilansir darisuara.com, KTT BRICS yang dihadiri perwakilan Indonesia di Kazan, Rusia, tahun 2024 memang membahas kerja sama ekonomi. Namun, tidak ada pengesahan mata uang resmi yang menunjukkan atau mengukuhkan Indonesia sebagai anggota.
Konferensi hanya menekankan rencana dedolarisasi, penggunaan mata uang berbasis blockchain, dan penghindaran lembaga keuangan Barat dalam perdagangan antar negara anggota.",“Mata Uang BRICS telah diluncurkan secara resmi pada KTT BRICS di Rusia. Terdapat bendera Indonesia dan nama REPUBLIK INDONESIA”,1
"Oktober 29, 2024",https://turnbackhoax.id/2024/10/29/salah-video-dari-dalam-tank-zionis-israel-ketika-menjadi-sasaran-empuk-rudal-hamas/,[SALAH] Video dari dalam Tank Zionis Israel ketika Menjadi Sasaran Empuk Rudal Hamas,"Akun X “PPQSI_” pada Minggu, 23/10/2024 membagikan video  yang sudah dilihat 421,8 ribu kali per tangkapan layar (screenshot) dibuat dengan narasi:
“Video dari dalam tank Zionis Israel ketika menjadi sasaran empuk rudal Hamas.Maknyusss 🔞”
Penelusuran menggunakan Google Image menemukan kecocokan video yang dibagikan akun X “DefenceU” (Defense of Ukraine) dengan narasi:
“Insane footage from inside a Ukrainian HMMWV during combat. Thank you to the American people! Your Humvees save the lives of our  soldiers.
🎥59th Motorized Infantry Brigade”
yang dibagikan pada 16/08/2023.
Selain itu, artikel oleh situs FAKT (surat kabar dari Polandia) memuat fakta yang mendukung.Berkaitan dengan kendaraan yang digunakan ketika peristiwa terjadi, bukan tank melainkan HMMWV (high mobility multipurpose wheeled vehicle, disebut juga “humvee“).",“Video dari dalam tank Zionis Israel ketika menjadi sasaran empuk rudal Hamas.Maknyusss 🔞”,1
"Oktober 29, 2024",https://turnbackhoax.id/2024/10/29/salah-video-hizbullah-menyerang-pangkalan-zionis-israel/,[SALAH] Video Hizbullah Menyerang Pangkalan Zionis Israel,"Pada Senin (14/10/2024), akun X “PPQSI” mengunggahvideo disertai cuitan “Hizbullah menyerang pangkalan zionis Israel”. Berikut narasi lengkapnya:
“Boooommmm…..Breaking:#HizbullahMenyerang Pangkalan Zionis Israel dengan Rudal Terpandu dan Menyebabkan Kehancuran Total.Menyala Hizbullah”
Per Minggu (27/10/2024), video telah ditonton lebih dari 95 ribu kali dan diposting ulang 621 kali.
Tim pemeriksa fakta Mafindo (TurnBackHoax) pertama-tama menelusuri kebenaran klaim dengan memasukkan tangkapan layar video unggahan ke Google Lens. Hasilnya, diketahui video tersebut merupakan dokumentasi lawas yang dimunculkan kembali.
Video serupa dengan unggahan kanal YouTube “Niko Paladino” pada Desember 2015 berjudul “Grosse explosion en Chine!” tentang ledakan kilang gas di China.",“Boooommmm…..Breaking:#HizbullahMenyerang Pangkalan Zionis Israel dengan Rudal Terpandu dan Menyebabkan Kehancuran Total.Menyala Hizbullah”,1
"Oktober 29, 2024",https://turnbackhoax.id/2024/10/29/salah-belum-seminggu-dilantik-gibran-digugat-pdip/,"[SALAH] Belum Seminggu Dilantik, Gibran Digugat PDIP","Pada Senin (14/10/2024), akun X “PPQSI” mengunggahvideo disertai cuitan “Hizbullah menyerang pangkalan zionis Israel”. Berikut narasi lengkapnya:
“Boooommmm…..Breaking:#HizbullahMenyerang Pangkalan Zionis Israel dengan Rudal Terpandu dan Menyebabkan Kehancuran Total.Menyala Hizbullah”
Per Minggu (27/10/2024), video telah ditonton lebih dari 95 ribu kali dan diposting ulang 621 kali.
Tim pemeriksa fakta Mafindo (TurnBackHoax) pertama-tama menelusuri kebenaran klaim dengan memasukkan tangkapan layar video unggahan ke Google Lens. Hasilnya, diketahui video tersebut merupakan dokumentasi lawas yang dimunculkan kembali.
Video serupa dengan unggahan kanal YouTube “Niko Paladino” pada Desember 2015 berjudul “Grosse explosion en Chine!” tentang ledakan kilang gas di China.","MENGGEMPARKAN! COBAAN BERTUBI² BAGI KELUARGA JKW, GILIRAN GIBRAN DIGUGAT OLEH PDIPBELUM SEMINGGU DILANTIKMEMANAS..! PDIP GUGAT GIBRAN",1
"Oktober 29, 2024",https://turnbackhoax.id/2024/10/29/salah-rakyat-desak-prabowo-singkirkan-menteri-bobroknya/,[SALAH] Rakyat Desak Prabowo Singkirkan Menteri Bobroknya,"Beredarvideodari kanal YouTube “KOPI POLITIK” yang mengklaim rakyat mendesak Prabowo untuk menyingkirkan menteri bobroknya.
Berikut narasi lengkapnya:
BLUNDER FATAL !! RAKYAT DESAK PRABOWO SINGKIRKAN PARA MENTERI BOBROKNYABREAKING NEWSRAKYAT MARAH BESARTUNTUT PRABOWO PECAT PARA MENTERI BOBROK
Klaim diperkuat dengan sampul foto (thumbnail) yang menampilkan sekumpulan massa demonstrasi. Sejak diunggah Rabu (23/10/1014), video tersebut per Selasa (29/10/2024) sudah ditonton lebih dari 5.200 kali.
Tim pemeriksa fakta Mafindo (TurnBackHoax) pertama-tama menelusuri kebenaran klaim dengan memasukkan kata kunci “rakyat desak Prabowo singkirkan menteri bobroknya” ke mesin pencarian Google.
Hasilnya, tidak ditemukan informasi mengenai rakyat mendesak Prabowo untuk menyingkirkan menteri bobroknya.
TurnBackHoax kemudian menelusuri sampul foto video itu dengan menggunakan Google Lens. Diketahui, foto berasal dari momen demonstrasi di Sumatera Barat tahun 2019. Gambar asli dimuat dalam pemberitaan detik.com “Timeline Gelombang Demo Besar-besaran di Berbagai Kota 2 Pekan Terakhir”.
Video berdurasi 8 menit 3 detik tersebut hanya menampilkan cuplikan dari beberapa peristiwa berbeda yang tidak berkaitan. Narator dalam video membacakan ulang artikel ayoindonesia.com “Prabowo Baru Saja Berkuasa, 3 Menteri Sudah Bikin Blunder Bikin Warganet Emosi: Suram Amat”.
Artikel yang tayang Rabu (23/10/2024) itu membahas komentar warganet tentang tiga menteri Prabowo yang dinilai blunder di awal pemerintahannya.",BLUNDER FATAL !! RAKYAT DESAK PRABOWO SINGKIRKAN PARA MENTERI BOBROKNYABREAKING NEWSRAKYAT MARAH BESARTUNTUT PRABOWO PECAT PARA MENTERI BOBROK,1
"Oktober 29, 2024",https://turnbackhoax.id/2024/10/29/salah-anies-baswedan-sebut-indonesia-tidak-layak-jadi-negara-maju/,[SALAH] Anies Baswedan Sebut Indonesia Tidak Layak Jadi Negara Maju,"Beredar narasi  dari akun Facebook “Ex Ballcore” pada Rabu (23/10/2024) di sebuah grup bernama “POLITIK INDONESIA”, isinya berupa klaim tentang Anies Baswedan menyebut Indonesia tidak layak jadi negara maju.
Berikut narasi lengkapnya:
“ANIES BASWEDAN SEBUT INDONESIA GA LAYAK MENJADI NEGARA MAJU DAN RAKYATNYA SPERTI BINATANG”
Setelah ditelusuri melalui mesin pencarian Google dengan kata kunci “Anies Baswedan sebut Indonesia ga layak menjadi negara maju”, ditemukan beberapa pemberitaan yang kontra terhadap narasi tersebut:
antaranews.com (tayang Juli 2023). Anies, saat itu sebagai calon presiden, menargetkan Indonesia menjadi negara maju dengan meningkatkan masyarakat kelas menengah.
kompas.id (tayang Agustus 2023). Anies mengatakan perlu ada usaha terus-menerus bila ingin Indonesia lebih maju dan adil.
kompas.com (tayang September 2023). Anies pernah menyampaikan Indonesia memiliki kesempatan menjadi negara maju bila pemerintah menegakkan hukum secara adil. ",“ANIES BASWEDAN SEBUT INDONESIA GA LAYAK MENJADI NEGARA MAJU DAN RAKYATNYA SPERTI BINATANG”,1
